ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
217;400;209;15;18
218;467;424;15;19
219;477;798;15;20
220;403;758;15;21
221;495;36;15;22
222;792;166;15;23
223;276;730;15;24
224;245;704;16;1
225;668;131;16;2
226;265;586;16;3
227;247;180;16;4
228;617;597;16;5
229;1086;505;16;6
230;365;767;16;7
231;563;476;16;8
232;586;43;16;9
233;645;95;16;10
234;199;393;16;11
235;573;249;16;12
236;435;455;16;13
237;3216;2126;16;14
238;516;654;16;15
239;269;690;16;16
240;2392;448;16;17
241;235;637;16;18
242;22;517;16;19
243;627;752;16;20
244;766;275;17;1
245;104;117;17;2
246;40;92;17;3
247;70;585;17;4
248;2443;1671;17;5
249;294;628;18;1
250;600;796;18;2
251;282;598;18;3
252;686;467;18;4
253;342;310;18;5
254;540;252;19;1
255;582;1875;19;2
256;103;86;19;3
257;772;97;19;4
258;756;86;19;5
259;145;196;19;6
260;696;613;19;7
261;459;281;19;8
262;567;127;19;9
263;209;132;19;10
264;277;751;19;11
265;706;280;19;12
266;625;371;20;1
267;265;779;20;2
268;486;605;20;3
269;491;309;20;4
270;181;632;20;5
271;751;430;20;6
272;129;72;20;7
273;216;400;20;8
274;75;775;20;9
275;752;176;20;10
276;146;597;20;11
277;108;256;21;1
278;463;493;21;2
279;554;603;21;3
280;23;582;22;1
281;158;533;23;1
282;1418;3393;23;2
283;271;169;23;3
284;393;780;23;4
285;502;350;23;5
286;3161;967;23;6
287;348;776;23;7
288;641;149;23;8
289;269;655;23;9
290;164;572;24;1
291;106;2443;24;2
292;155;41;24;3
293;2070;2294;24;4
294;665;43;24;5
295;20;381;24;6
296;322;549;24;7
297;718;239;24;8
298;2802;3458;24;9
299;687;745;24;10
300;556;288;24;11
301;203;412;24;12
302;752;272;24;13
303;80;757;24;14
304;624;447;24;15
305;445;450;24;16
306;501;326;24;17
307;378;528;24;18
308;655;683;25;1
309;526;429;25;2
310;218;398;25;3
311;691;717;25;4
312;119;627;25;5
313;900;436;25;6
314;650;773;25;7
315;527;628;25;8
316;661;277;25;9
317;61;541;25;10
318;742;139;25;11
319;642;678;25;12
320;772;165;25;13
321;738;166;25;14
322;310;509;26;1
323;1383;845;26;2
324;404;80;26;3
325;92;105;26;4
326;209;568;26;5
327;331;548;26;6
328;273;474;27;1
329;25;20;27;2
330;61;800;27;3
331;312;102;27;4
332;633;629;27;5
333;416;524;27;6
334;518;287;27;7
335;161;270;27;8
336;586;648;27;9
337;791;251;27;10
338;438;558;27;11
339;397;476;27;12
340;228;75;27;13
341;789;758;27;14
342;428;687;27;15
343;800;264;27;16
344;236;134;27;17
345;510;729;27;18
346;515;426;27;19
347;185;455;27;20
348;755;717;28;1
349;787;443;28;2
350;792;327;28;3
351;79;143;28;4
352;541;625;28;5
353;162;169;28;6
354;541;412;28;7
355;46;431;28;8
356;256;138;28;9
357;220;296;28;10
358;636;511;28;11
359;55;330;28;12
360;620;539;28;13
361;763;663;28;14
362;791;51;28;15
363;637;78;28;16
364;153;207;28;17
365;132;93;28;18
366;523;55;28;19
367;512;544;28;20
368;501;604;28;21
369;441;663;28;22
370;209;573;28;23
371;2946;2144;29;1
372;184;200;29;2
373;1323;3381;29;3
374;192;489;29;4
375;267;613;29;5
376;1703;423;30;1
377;113;589;30;2
378;391;491;30;3
379;1003;2023;30;4
380;560;306;30;5
381;269;606;30;6
382;118;240;30;7
383;2671;475;30;8
384;547;691;30;9
385;496;146;30;10
386;532;163;31;1
387;636;437;31;2
388;398;506;31;3
389;81;318;31;4
390;369;409;31;5
391;655;725;31;6
392;705;75;31;7
393;798;631;31;8
394;261;363;31;9
395;608;677;31;10
396;269;617;32;1
397;749;634;32;2
398;305;593;32;3
399;2916;2326;32;4
400;146;562;32;5
401;289;421;32;6
402;55;124;32;7
403;542;605;32;8
404;55;786;32;9
405;544;625;32;10
406;541;633;32;11
407;819;3112;32;12
408;93;738;32;13
409;185;1388;32;14
410;658;749;32;15
411;262;523;32;16
412;237;176;32;17
413;120;731;32;18
414;604;541;32;19
415;2008;1773;33;1
416;513;597;33;2
417;682;562;33;3
418;317;371;33;4
419;1209;281;33;5
420;316;377;33;6
421;196;385;33;7
422;779;490;34;1
423;363;783;34;2
424;654;107;34;3
425;1267;2982;34;4
426;185;676;34;5
427;475;346;34;6
428;350;659;34;7
429;224;691;35;1
430;2228;2533;35;2
431;1476;2893;35;3
432;192;99;35;4
433;795;744;35;5
434;133;75;35;6
435;287;630;35;7
436;486;552;35;8
437;175;675;35;9
438;1552;1002;35;10
439;1226;2260;35;11
440;765;3062;35;12
441;427;157;35;13
442;128;473;35;14
443;387;595;35;15
444;35;656;35;16
445;122;554;35;17
446;262;790;35;18
447;544;635;35;19
448;768;488;35;20
449;677;206;35;21
450;799;393;35;22
451;508;53;35;23
452;794;662;35;24
453;423;433;36;1
454;151;300;36;2
455;755;622;36;3
456;617;220;36;4
457;471;791;36;5
458;786;435;36;6
459;68;36;36;7
460;616;610;36;8
461;305;483;36;9
462;163;572;37;1
463;537;209;37;2
464;90;615;37;3
465;527;127;37;4
466;33;49;37;5
467;156;81;37;6
468;345;259;37;7
469;150;759;37;8
470;531;693;37;9
471;125;629;37;10
472;407;199;38;1
473;88;792;38;2
474;358;168;38;3
475;751;134;38;4
476;150;749;38;5
477;77;136;39;1
478;100;138;39;2
479;218;433;40;1
480;717;21;40;2
481;721;193;40;3
482;750;295;41;1
483;1588;1898;41;2
484;260;780;41;3
485;575;782;41;4
486;749;454;41;5
487;342;455;41;6
488;662;459;41;7
489;194;354;41;8
490;302;529;41;9
491;549;779;41;10
492;162;44;42;1
493;90;729;42;2
494;128;505;42;3
495;497;128;42;4
496;283;111;43;1
497;146;208;43;2
498;735;309;43;3
499;106;293;43;4
500;222;786;43;5
501;76;149;43;6
502;37;438;43;7
503;151;270;44;1
504;449;173;44;2
505;581;422;44;3
506;350;645;44;4
507;219;293;44;5
508;208;739;44;6
509;1730;2702;44;7
510;616;673;44;8
511;547;410;45;1
512;746;409;45;2
513;486;204;46;1
514;3076;2492;46;2
515;1015;1833;47;1
516;166;313;47;2
517;789;189;47;3
518;708;585;47;4
519;433;235;47;5
520;3061;1127;47;6
521;84;169;47;7
522;471;418;47;8
523;117;596;48;1
524;688;598;48;2
525;143;243;48;3
526;289;408;48;4
527;564;376;48;5
528;198;470;48;6
529;768;92;48;7
530;251;38;48;8
531;229;460;48;9
532;272;483;48;10
533;207;558;48;11
534;653;411;48;12
535;529;297;48;13
536;531;155;48;14
537;337;393;48;15
538;465;135;48;16
539;341;64;48;17
540;217;519;48;18
541;105;283;48;19
542;569;251;48;20
543;147;583;48;21
544;641;511;48;22
545;521;312;48;23
546;148;484;48;24
547;43;648;49;1
548;70;644;49;2
549;167;506;49;3
550;43;294;49;4
551;471;298;49;5
552;97;577;49;6
553;160;179;49;7
554;253;327;49;8
555;501;573;49;9
556;388;633;49;10
557;466;284;49;11
558;496;619;49;12
559;789;400;49;13
560;471;239;49;14
561;364;706;49;15
562;447;85;49;16
563;521;676;49;17
564;417;185;49;18
565;3390;2333;49;19
566;2857;2316;49;20
567;132;581;49;21
568;578;703;49;22
569;154;718;49;23
570;789;704;49;24
