DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
167;21;1071;0;18;16
168;21;5981;3018;19;12
169;23;5991;1071;9;7
170;23;5993;1900;7;14
171;23;3324;0;6;1
172;23;3075;619;5;3
173;23;3739;0;12;4
174;23;5984;1206;16;6
175;23;0;1187;20;5
176;23;4043;0;15;2
177;23;5994;925;6;8
178;23;5985;175;15;2
179;23;0;59;18;7
180;24;1243;3098;3;4
181;24;2496;0;18;18
182;24;5712;3208;17;2
183;24;0;239;10;1
184;24;5991;2105;9;18
185;24;564;2143;18;1
186;25;3248;0;6;17
187;25;5913;2690;8;18
188;25;5688;0;10;19
189;25;0;392;4;10
190;25;0;2542;6;7
191;25;0;2416;9;4
192;25;3283;1336;20;1
193;25;1223;0;7;9
194;25;5993;709;7;17
195;25;5990;981;10;8
196;25;0;2482;16;12
197;25;2325;0;14;16
198;25;5982;66;18;3
199;25;3233;0;15;18
200;25;3556;2908;9;17
201;25;5983;1123;17;2
202;25;5986;872;14;19
203;26;5983;118;17;15
204;26;0;1560;9;5
205;26;0;2761;15;6
206;26;5988;2935;12;6
207;26;3775;3207;11;3
208;26;4113;3203;20;7
209;26;3734;2116;3;13
210;26;545;0;20;19
211;26;2215;3201;5;9
212;26;928;0;14;10
213;26;0;533;3;2
214;27;3952;2966;12;2
215;28;2939;0;14;3
216;28;2793;0;8;17
217;28;0;1396;5;20
218;28;5998;801;2;18
219;28;0;173;7;11
220;28;689;3205;9;5
221;30;739;2440;14;19
222;30;1144;3201;11;9
223;31;4768;0;1;17
224;31;0;2013;12;4
225;31;0;2932;17;14
226;31;5993;2184;7;17
227;31;5982;2873;18;20
228;31;0;2016;3;20
229;31;0;846;1;5
230;31;4764;3206;18;4
231;31;5987;1054;13;10
232;31;3701;1675;8;20
233;31;3113;3208;19;2
234;31;5998;1883;2;5
235;31;2800;0;14;17
236;31;4429;3192;12;18
237;31;2572;3193;14;17
238;31;5994;413;6;5
239;32;1990;3200;5;10
240;32;0;953;11;18
241;32;5448;0;10;5
242;32;5997;2363;3;14
243;32;1677;3203;14;7
244;32;5984;2869;16;20
245;32;135;0;1;8
246;32;1502;0;11;5
247;32;5272;2321;20;15
248;32;2116;959;2;2
249;32;5354;0;4;8
250;33;0;1700;9;14
251;34;5993;562;7;18
252;34;3174;3198;3;12
253;34;0;26;20;13
254;35;1034;2791;17;14
255;35;145;0;7;14
256;35;5483;3195;8;15
257;35;0;1538;1;12
258;35;5986;1693;14;20
259;35;5983;1857;17;6
260;37;0;1348;5;8
261;37;3511;652;19;13
262;37;2332;3193;5;17
263;37;2668;0;18;5
264;37;227;0;1;8
265;37;4738;0;10;19
266;37;2131;0;15;14
267;37;5643;2792;8;15
268;37;4149;3190;11;20
269;37;4555;0;20;15
270;39;0;1415;5;2
271;39;2667;0;20;19
272;39;3802;0;18;8
273;39;3939;604;15;18
274;39;5485;3200;5;10
275;40;5989;874;11;4
276;40;2369;2154;3;9
277;40;5994;1561;6;19
278;40;3996;0;9;2
279;40;3777;3190;2;20
280;40;3382;874;9;8
281;40;0;288;7;20
282;40;0;1917;5;9
283;40;1946;0;19;20
284;40;388;2783;14;6
285;40;5996;1850;4;4
286;40;2753;0;7;7
287;40;714;3194;17;11
288;40;2366;0;13;2
289;40;5658;1582;12;19
290;40;2401;0;10;18
291;40;5993;1799;7;18
292;40;5999;1023;1;7
293;40;5979;980;5;6
294;41;4260;3208;14;2
295;41;4452;389;7;3
296;41;1486;1826;10;10
297;42;0;2682;16;7
298;42;5999;1611;1;4
299;42;2234;0;19;10
300;42;2947;3201;15;9
301;42;887;0;8;17
302;42;3376;3197;2;13
303;42;5032;1271;17;1
304;42;688;2858;5;5
305;42;5738;3205;6;5
306;42;0;1037;7;18
307;42;3061;2664;17;16
308;42;4805;251;10;20
309;42;786;0;5;14
310;42;1531;3195;3;15
311;43;1014;0;2;13
312;43;0;1489;16;16
313;43;4597;3197;1;13
314;43;5981;2351;19;18
315;43;5990;2973;10;17
316;43;5585;2062;7;11
317;43;3816;3003;19;15
318;43;5999;1941;1;18
319;43;0;1064;14;8
320;44;5988;403;12;7
321;44;2506;2888;3;5
322;44;2443;961;16;4
323;44;0;2624;6;5
324;44;40;2560;3;17
325;44;0;2886;11;14
326;44;53;3195;9;15
327;44;5085;1037;17;9
328;44;5989;2311;11;3
329;44;0;2075;7;9
330;44;5985;1266;15;2
331;44;5993;2405;7;11
332;44;1072;3191;16;19
333;44;1595;2395;7;11
334;44;0;2878;7;10
335;44;1933;3201;14;9
336;45;4576;0;14;14
337;45;278;0;4;16
338;45;0;1346;3;13
339;45;5748;3209;5;1
340;46;3077;0;6;17
341;46;5985;1463;15;7
342;46;5986;264;14;8
343;46;4349;0;13;20
344;46;0;2854;5;19
345;46;5985;375;15;2
346;46;382;3207;4;3
347;46;2744;0;9;14
348;46;0;2231;19;4
349;46;2933;3207;8;3
350;46;5208;3196;16;14
351;46;5992;2992;8;19
352;46;0;2160;11;7
353;46;3458;3195;6;15
354;46;3570;0;10;20
355;46;1305;342;17;10
356;46;3512;0;18;2
357;46;1371;3195;5;15
358;47;5117;678;15;1
359;47;4723;1843;7;3
360;47;4327;3200;16;10
361;47;0;1181;3;14
362;47;4574;3197;4;13
363;47;5275;1006;18;3
364;47;4968;2668;7;5
365;47;2609;3203;8;7
366;47;3683;0;14;18
367;47;5407;3191;14;19
368;47;2269;1125;18;6
369;47;3760;0;17;5
370;48;248;3195;12;15
371;48;4461;1449;1;7
372;48;5920;879;4;20
373;48;0;2493;18;8
374;48;3248;629;8;7
375;48;786;2957;4;19
376;48;0;85;12;10
377;48;5997;638;3;3
378;48;557;3206;17;4
379;48;5996;723;4;1
380;48;5993;881;7;6
381;48;5983;735;17;14
382;49;578;0;19;3
383;49;5078;0;15;20
384;49;3393;764;9;1
385;49;0;1003;9;5
386;49;3129;0;8;16
387;49;1194;2409;6;1
388;49;1256;0;13;9
389;49;0;1880;19;20
390;49;5933;2323;13;9
391;49;5614;3208;20;2
392;50;4598;0;20;11
393;50;5990;1296;10;9
394;50;1668;3206;16;4
395;50;1771;3205;4;5
396;50;137;2275;7;8
397;50;0;2085;19;3
398;50;5980;113;20;16
399;50;0;2304;8;5
400;51;5989;1278;11;15
401;51;1355;2835;8;5
402;51;1041;0;11;6
403;51;5310;2053;16;17
404;51;821;3209;14;1
405;51;0;3036;11;15
406;51;5997;1794;3;19
407;53;5984;1617;16;2
408;53;2385;1525;7;15
409;53;4468;0;16;12
410;53;0;1411;16;9
411;53;0;954;4;11
412;53;5211;3209;12;1
413;53;0;1696;15;9
414;53;3698;3195;3;15
415;53;5994;2909;6;16
416;53;1107;0;7;11
417;53;0;1484;20;12
418;53;0;3176;15;19
419;53;5990;1157;10;7
420;54;3035;2546;12;9
421;54;5988;1924;12;12
422;54;3723;3173;8;10
423;54;5991;372;9;17
424;54;3683;3192;9;18
425;54;3482;3198;15;12
426;54;1467;3207;12;3
427;54;5492;212;10;1
428;54;5995;2160;5;17
429;54;5992;3111;8;1
430;55;2470;1965;4;15
431;55;3324;0;9;10
432;55;4548;3204;2;6
433;55;0;355;16;7
434;55;3700;1146;3;13
435;55;5994;1761;6;13
436;55;2007;3206;6;4
437;55;270;3199;2;11
438;55;5987;1656;13;14
439;55;5987;194;13;10
440;55;665;1575;20;9
441;55;5984;1978;16;5
442;55;0;1841;17;19
443;55;0;469;18;9
444;55;195;0;7;7
445;55;355;3191;4;19
446;55;3594;2944;14;10
447;55;5986;1319;14;19
448;55;5216;3207;6;3
449;55;1320;3202;14;8
450;56;5215;3190;1;20
451;56;4621;3204;1;6
452;56;0;488;2;17
453;56;0;722;16;12
454;57;0;2049;7;5
455;57;5989;2775;11;18
456;57;5182;3208;1;2
457;57;5997;1922;3;8
458;57;0;2202;20;10
459;57;5300;3206;9;4
460;57;5983;842;17;14
461;57;1657;878;11;18
462;57;5963;0;19;6
463;57;1665;3206;6;4
464;57;5999;3062;1;13
465;57;895;0;8;9
466;57;4040;0;4;5
467;57;0;1746;3;16
468;57;0;2677;3;15
469;57;0;1767;10;16
470;57;4986;3208;17;2
471;57;5992;365;8;7
472;57;526;3207;3;3
473;57;290;1353;5;5
474;59;2710;0;9;8
475;59;5999;2674;1;14
476;59;5984;1432;16;7
477;59;5999;2724;1;8
478;59;1717;0;16;10
479;59;5380;3193;20;17
480;59;2393;3199;8;11
481;59;4373;0;18;9
482;60;0;582;10;3
483;60;478;1725;4;7
484;60;2782;0;1;6
485;60;5518;1190;14;15
486;61;0;1414;12;8
487;61;74;805;16;13
488;61;2152;3203;12;7
489;61;5371;3041;5;9
490;61;3244;2658;20;16
491;61;5536;3195;7;15
492;61;5992;2591;8;2
493;61;4761;0;4;6
494;61;4281;0;9;11
495;61;1455;2948;11;10
496;61;551;3195;14;15
497;61;5111;3193;15;17
498;61;5991;2723;9;5
499;61;5585;0;20;5
500;62;4765;0;7;4
501;62;0;1137;5;15
502;62;0;2079;2;18
503;63;4145;0;3;16
504;63;5997;2544;3;9
505;63;5983;3185;17;16
506;63;789;0;10;14
507;63;578;2055;12;15
508;64;2387;2359;4;6
509;64;5985;1985;15;2
510;64;5980;1674;20;3
511;64;2612;1163;9;2
512;64;5995;3034;5;1
513;64;5725;0;12;14
514;64;4091;135;17;4
515;64;5985;2903;15;16
516;64;5882;0;11;7
517;64;5701;3193;10;17
518;65;5482;1185;18;13
519;65;5989;679;11;2
520;65;3893;0;1;1
521;65;2964;0;1;3
522;65;5993;1210;7;3
523;65;0;236;6;13
524;65;3574;0;4;10
525;65;5793;1328;20;2
526;65;4515;3198;5;12
527;65;5949;0;1;12
528;65;5988;2053;12;19
529;65;5991;1293;9;20
530;65;4099;3206;19;4
531;65;5985;2811;15;10
532;65;5987;427;13;6
533;65;3858;3209;15;1
534;65;155;3199;17;11
535;66;5825;0;7;13
536;66;5382;3205;11;5
537;66;2941;0;4;18
538;66;3274;1639;10;19
539;66;5877;3197;12;13
540;66;1222;179;16;10
541;67;5996;1168;4;16
542;67;5954;3207;2;3
543;67;5988;915;12;10
544;67;0;2646;18;3
545;67;3985;3192;9;18
546;67;5990;889;10;12
547;67;0;243;2;1
548;67;5991;1113;9;7
549;67;4191;3201;15;9
550;67;5992;1022;8;20
551;67;0;1935;12;16
552;68;5995;270;5;17
553;68;5995;624;5;16
554;68;3684;3108;18;11
555;68;5999;2539;1;7
556;68;0;652;18;5
557;68;4087;0;4;12
558;68;2080;0;9;7
559;68;1484;3191;1;19
560;68;1662;3195;12;15
561;68;1889;1585;17;3
562;68;5520;3206;1;4
563;68;1687;0;5;14
564;68;796;1973;19;15
565;68;36;3208;9;2
566;68;5865;1167;7;20
567;68;4730;0;9;8
568;68;0;1868;11;1
569;68;1972;656;5;6
570;68;4493;0;4;17
571;70;0;2358;14;5
572;70;3903;1266;16;1
573;70;4981;710;8;13
574;70;5997;1395;3;2
575;70;4214;0;13;11
576;70;5582;3209;14;1
577;70;543;3205;11;5
578;70;5994;721;6;1
579;70;4876;323;18;4
580;70;4223;2501;7;2
581;70;5990;517;10;16
582;70;2922;0;14;18
583;70;3621;3190;12;20
584;70;3589;0;5;6
585;72;5996;3037;4;6
586;72;2344;0;17;17
587;72;5682;2366;17;20
588;72;5617;0;13;7
589;72;4339;3203;15;7
590;72;4053;0;6;12
591;72;0;563;11;17
592;72;0;199;19;4
593;72;0;957;18;9
594;72;899;0;18;19
595;72;5989;1880;11;7
596;72;5988;1806;12;9
597;73;5984;246;16;17
598;73;0;970;18;6
599;73;0;2697;19;15
600;73;3417;0;13;5
601;73;5998;3085;2;9
602;74;0;2821;12;7
603;74;5990;1709;10;18
604;74;5851;3209;12;1
605;74;1568;0;7;18
606;74;5541;3208;4;2
607;74;0;2478;3;16
608;74;0;965;17;8
609;74;5982;1093;18;13
610;74;0;2292;7;5
611;74;0;3103;20;10
612;74;0;3090;5;17
613;74;5810;0;1;10
614;74;5980;2275;20;1
615;74;382;3203;13;7
616;74;820;0;12;9
617;74;0;1380;7;18
618;74;168;3197;19;13
619;74;4526;0;3;5
620;75;0;181;16;1
621;75;4044;2957;1;13
622;75;5990;392;10;5
623;75;5989;3149;11;9
624;75;5981;2160;19;7
625;75;3774;3201;9;9
626;75;266;306;17;9
627;76;756;3200;9;10
628;76;0;1253;8;18
629;76;0;2415;13;1
630;77;136;0;3;15
631;77;5984;553;16;20
632;77;1239;0;3;3
633;80;0;2854;7;16
634;80;5266;3197;6;13
635;80;1622;0;18;18
636;80;2365;3204;11;6
637;80;1956;3204;2;6
638;80;4943;2600;14;3
639;80;5983;2877;17;11
640;80;1580;3194;5;16
641;80;5995;629;5;4
642;80;5996;1272;4;4
643;80;4650;1172;18;1
644;80;4451;3201;8;9
645;80;0;2520;8;15
646;80;0;1497;5;8
647;80;409;0;13;10
648;80;4658;1084;20;11
649;80;0;1998;16;15
650;80;5991;721;9;14
651;80;2955;0;20;17
652;80;1923;0;1;7
653;81;1693;0;14;3
654;82;5981;1815;19;9
655;82;3763;2829;19;10
656;82;0;1223;12;1
657;82;1464;0;20;11
658;82;5983;1965;17;1
659;82;924;474;6;9
660;82;4251;3208;7;2
661;82;0;1840;5;1
662;82;4269;0;9;9
663;82;0;1551;4;6
664;82;0;29;6;5
665;82;5992;2229;8;6
666;82;0;2346;12;17
667;82;5983;221;17;2
668;82;1246;3202;6;8
669;82;1823;888;10;1
670;82;2128;0;2;7
671;84;311;3190;14;20
672;84;5077;2191;4;8
673;84;1818;3201;15;9
674;84;0;2239;18;15
675;84;0;353;15;1
676;84;2228;3208;11;2
677;84;4499;1834;9;16
678;84;0;1101;9;13
679;84;5030;0;13;14
680;84;5983;33;17;14
681;84;3786;917;6;14
682;84;0;654;5;11
683;84;0;1442;1;5
684;84;3147;3202;15;8
685;84;5998;1736;2;19
686;84;1972;0;5;14
687;84;5986;691;14;13
688;84;1224;3201;15;9
689;84;5980;2983;20;7
690;85;5980;1539;20;7
691;85;647;1996;12;3
692;85;3961;2616;12;6
693;86;5986;447;14;10
694;86;5994;272;6;14
695;86;5998;949;2;10
696;86;5999;2131;1;17
697;86;3608;0;20;18
698;86;3156;3202;20;8
699;86;0;1797;2;11
700;86;999;3204;14;6
701;86;3528;3201;2;9
702;86;0;2898;18;7
703;86;0;2109;2;16
704;86;1505;1176;18;18
705;87;2971;2536;15;11
706;87;1074;3191;10;19
707;87;0;2448;15;3
708;87;467;0;3;2
709;87;4050;0;5;16
710;87;5020;0;20;7
711;87;4418;2174;19;6
712;87;5243;3198;8;12
713;87;5312;3200;18;10
714;87;43;398;10;5
715;87;4234;379;18;18
716;87;3888;0;12;10
717;87;5984;1887;16;8
718;87;4202;3202;1;8
719;89;24;0;1;4
720;89;3763;1151;13;4
721;89;5984;2350;16;8
722;89;1303;0;4;1
723;89;5981;2561;19;19
724;89;2880;3203;14;7
725;89;0;2295;18;3
726;89;5491;2716;18;12
727;89;2715;3190;16;20
728;90;3078;0;17;14
729;90;0;1679;3;17
730;90;5987;1631;13;15
731;91;1841;3199;12;11
732;91;389;1192;16;9
733;91;5856;103;18;9
734;91;448;105;20;11
735;91;1679;3201;6;9
736;91;2787;0;17;8
737;91;3305;0;13;15
738;91;5981;2976;19;8
739;91;5068;0;13;2
740;91;0;1025;4;16
741;91;5994;1033;6;2
742;91;1991;2838;1;5
743;91;5993;1898;7;6
744;91;0;2078;5;10
745;91;0;1579;14;12
746;91;1863;2148;1;9
747;91;5657;0;16;3
748;92;5995;279;5;20
749;92;2101;1929;13;14
750;92;5984;2084;16;8
751;92;5374;956;6;3
752;92;349;0;14;12
753;92;5998;270;2;13
754;92;1476;3204;18;6
755;92;0;2976;1;7
756;92;0;1460;20;4
757;92;5988;15;12;10
758;92;5995;2452;5;8
759;93;1387;165;3;14
760;93;5995;2661;5;2
761;93;2514;0;11;2
762;93;4254;1232;1;12
763;93;0;1073;11;6
764;93;2561;0;13;20
765;93;5994;1354;6;19
766;93;5992;3148;8;15
767;93;5988;1439;12;19
768;93;1788;3207;4;3
769;93;0;2058;12;6
770;93;0;605;4;8
771;93;4877;2297;14;2
772;93;4928;0;17;9
773;94;1275;0;19;14
774;94;0;2862;8;5
775;94;0;786;7;18
776;94;5723;3193;11;17
777;94;4536;1860;9;8
778;95;180;3193;16;17
779;95;3145;1416;19;18
780;95;0;786;11;5
781;95;5985;3029;15;19
782;95;3736;770;9;1
783;95;1931;632;14;12
784;95;3170;3195;10;15
785;96;5983;3178;17;10
786;96;5983;2934;17;19
787;96;129;3202;12;8
788;96;183;3125;8;14
789;96;3933;687;11;8
790;96;1518;2608;11;8
791;96;5983;1052;17;12
792;96;3644;3208;9;2
793;96;2101;0;1;5
794;96;627;3208;6;2
795;96;3859;3199;20;11
796;97;332;3206;16;4
797;97;5997;1042;3;12
798;97;5486;3190;6;20
799;97;5273;0;1;15
800;97;5989;2095;11;7
801;97;2876;0;9;19
802;98;4333;0;1;11
803;98;164;3204;10;6
804;98;0;1915;12;4
805;99;1364;0;7;1
806;99;0;2967;10;6
807;99;0;1683;7;12
808;99;3080;3201;15;9
809;99;5994;1238;6;15
810;99;4545;3196;11;14
811;99;939;1748;16;17
812;99;5987;2308;13;8
813;99;5982;570;18;7
814;99;5995;490;5;14
815;99;5990;923;10;7
816;99;0;3124;9;5
817;99;2913;2593;8;16
818;99;5998;584;2;3
819;99;0;2;12;8
820;99;0;1129;2;9
