DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
280;32;0;3016;6;12
281;32;1899;3193;5;17
282;32;5997;3029;3;9
283;32;5042;1103;1;19
284;32;5020;3103;5;14
285;32;4680;0;16;14
286;32;2565;3208;1;2
287;33;4903;103;4;1
288;33;5988;2095;12;18
289;33;4534;3193;14;17
290;33;5996;161;4;9
291;33;2949;3201;12;9
292;33;5980;1005;20;14
293;33;1772;3209;5;1
294;34;5477;135;2;4
295;34;18;0;8;3
296;34;218;1454;9;4
297;34;5567;417;4;16
298;34;4002;3192;5;18
299;34;1936;0;9;7
300;34;5637;0;19;19
301;34;2296;3196;8;14
302;34;497;767;7;12
303;34;873;0;15;7
304;34;5986;871;14;15
305;34;951;2190;4;3
306;34;2153;0;20;14
307;34;3151;0;11;19
308;34;3627;0;1;19
309;34;4703;0;17;16
310;34;5995;1982;5;17
311;34;5988;1786;12;12
312;34;1983;3197;5;13
313;35;0;264;11;1
314;35;0;372;13;20
315;35;530;0;1;9
316;35;825;3202;16;8
317;35;4679;955;5;7
318;35;4635;4;14;13
319;35;648;0;13;20
320;35;930;1909;16;2
321;35;0;1719;13;12
322;35;186;0;9;10
323;36;5069;0;15;15
324;36;1594;3193;3;17
325;36;5930;3196;7;14
326;36;0;572;1;18
327;36;5988;3149;12;12
328;36;3160;0;11;4
329;36;4270;3204;8;6
330;36;5997;2227;3;7
331;36;2121;3202;14;8
332;36;5991;1811;9;12
333;36;4075;3198;7;12
334;36;5980;2279;20;11
335;36;5988;2640;12;8
336;36;5992;2286;8;4
337;36;5262;3199;8;11
338;36;3834;967;18;5
339;36;4733;0;16;13
340;36;5995;2121;5;8
341;36;5985;555;15;18
342;36;295;0;16;1
343;37;1325;0;8;6
344;37;2282;0;12;4
345;37;3226;3198;5;12
346;37;5177;562;19;1
347;37;3507;0;17;15
348;37;2972;0;10;16
349;37;0;2669;11;11
350;37;1699;3196;5;14
351;37;208;3199;13;11
352;37;5677;0;12;5
353;37;5958;0;4;16
354;38;2948;1304;16;4
355;38;5992;3025;8;1
356;38;3520;0;16;5
357;38;5998;2976;2;19
358;38;0;1544;7;6
359;38;2367;1923;4;9
360;38;2464;1659;10;13
361;39;5983;1513;17;9
362;39;3735;3208;10;2
363;39;5981;1518;19;20
364;39;3714;3200;15;10
365;40;3334;0;2;16
366;40;3301;0;4;19
367;40;1158;3204;5;6
368;40;3150;0;11;7
369;40;88;0;18;1
370;40;2299;3196;9;14
371;40;4364;1244;17;18
372;40;0;2804;14;7
373;40;1412;2479;10;13
374;40;1064;3203;19;7
375;40;0;441;18;15
376;40;4328;2293;11;18
377;42;4886;3206;5;4
378;42;173;3195;10;15
379;42;5997;1368;3;14
380;43;2019;3205;14;5
381;43;0;5;8;20
382;43;0;603;6;4
383;43;5640;0;20;16
384;43;0;3012;1;10
385;44;3796;3207;2;3
386;44;0;2970;18;7
387;45;4519;921;17;5
388;45;5624;0;13;1
389;45;5983;1956;17;18
390;45;3757;1128;20;3
391;45;4281;3191;14;19
392;45;2557;0;2;16
393;45;1404;3198;13;12
394;45;4445;3190;14;20
395;45;5989;980;11;7
396;45;5997;2655;3;11
397;45;5994;704;6;10
398;45;2758;0;1;4
399;45;3093;2871;16;5
400;45;5505;2330;5;11
401;45;738;3114;12;17
402;45;3506;3191;7;19
403;45;328;893;19;6
404;46;5998;1343;2;3
405;46;5777;3202;11;8
406;46;5988;2053;12;8
407;46;4268;1324;13;6
408;46;0;2502;7;13
409;46;1897;0;9;3
410;46;4709;1922;6;18
411;46;5128;0;15;14
412;46;5981;611;19;10
413;46;5081;3191;14;19
414;47;1746;3192;16;18
415;47;3747;1203;16;1
416;47;610;2359;9;19
417;47;0;1317;14;13
418;47;3007;0;5;1
419;47;2520;3194;19;16
420;47;3425;3204;16;6
421;47;0;1339;18;15
422;47;3228;0;1;7
423;47;648;0;8;8
424;47;3410;3195;3;15
425;47;4589;3205;18;5
426;47;861;3208;8;2
427;47;5999;514;1;5
428;48;4284;1700;1;12
429;48;0;1737;11;11
430;48;488;0;11;6
431;48;2660;1486;2;8
432;48;0;2992;15;20
433;48;0;470;9;10
434;48;598;3209;12;1
435;48;0;2054;1;13
436;49;1106;1363;1;9
437;49;5747;1252;11;2
438;49;4468;3191;18;19
439;49;5990;675;10;5
440;49;0;2941;6;15
441;49;388;514;2;13
442;49;0;2210;9;9
443;49;5119;0;8;8
444;49;0;1972;7;4
445;49;0;2240;2;7
446;49;0;37;19;19
447;49;3151;3202;13;8
448;50;5522;2709;1;17
449;50;1207;0;14;17
450;50;0;783;13;13
451;50;2276;3193;6;17
452;50;0;3047;11;14
453;50;5981;2122;19;4
454;50;101;3198;13;12
455;50;3118;3190;9;20
456;50;5994;1714;6;9
457;50;4369;3198;20;12
458;50;0;1509;7;12
459;50;5988;1691;12;5
460;50;704;1035;3;12
461;51;5993;1853;7;4
462;51;2257;3196;1;14
463;51;5984;1073;16;4
464;51;5980;3050;20;14
465;51;5320;831;18;9
466;51;1966;3195;20;15
467;51;4565;113;13;5
468;51;3903;3193;1;17
469;51;3423;3198;6;12
470;51;0;2450;1;5
471;51;5982;2944;18;12
472;51;3743;2849;14;12
473;51;0;2905;17;3
474;51;5998;1277;2;6
475;51;674;2175;5;2
476;51;0;2104;3;6
477;51;631;2477;20;7
478;51;4659;3057;5;14
479;51;0;2551;5;20
480;51;5510;3192;4;18
481;52;3563;0;10;16
482;53;0;2956;9;20
483;53;2599;3193;8;17
484;53;3512;0;4;10
485;53;5012;2834;17;14
486;53;648;3203;7;7
487;53;5995;2186;5;15
488;53;5992;1784;8;8
489;53;374;0;4;16
490;53;4758;0;14;19
491;53;1155;623;14;13
492;53;1125;3199;3;11
493;53;2343;0;1;18
494;53;2209;3113;9;12
495;53;5997;1465;3;4
496;53;5605;0;12;8
497;53;2373;345;14;7
498;54;5472;1816;18;2
499;54;0;2566;13;19
500;54;5985;1255;15;3
501;54;0;2160;14;11
502;54;5983;2466;17;13
503;54;0;1813;14;10
504;54;5108;2617;11;16
505;54;5788;2057;9;11
506;54;1757;1187;5;6
507;54;5983;958;17;2
508;54;5999;158;1;20
509;54;2780;3205;10;5
510;54;4268;0;19;3
511;55;4286;3205;17;5
512;55;4008;538;13;7
513;55;627;874;4;8
514;55;971;3195;7;15
515;55;5013;0;3;2
516;55;5673;0;4;3
517;55;0;1026;15;13
518;55;1819;0;11;4
519;55;5092;0;3;6
520;55;4535;1989;19;10
521;55;31;27;16;9
522;56;5594;0;4;6
523;56;5985;206;15;14
524;56;2918;1087;18;6
525;56;5987;557;13;8
526;56;5345;3198;19;12
527;56;1952;0;15;2
528;56;0;188;4;15
529;56;5333;0;5;13
530;56;5980;2406;20;20
531;56;0;1421;13;8
532;56;226;0;1;13
533;56;4624;3204;16;6
534;56;2460;0;4;18
535;56;3566;0;8;7
536;56;5539;3208;8;2
537;56;0;2203;20;8
538;56;3778;1739;15;17
539;56;4142;0;18;15
540;56;4467;0;7;5
541;56;399;3192;17;18
542;57;3379;2349;7;17
543;57;0;2293;2;6
544;57;3391;3202;3;8
545;57;3196;0;16;5
546;57;1693;3199;13;11
547;57;2096;0;3;15
548;57;4608;1671;1;18
549;57;5535;2514;8;17
550;57;4979;3194;14;16
551;57;3349;1673;19;3
552;57;1791;3202;16;8
553;57;0;2002;16;2
554;57;0;66;5;4
555;57;2937;238;1;18
556;57;5382;3192;9;18
557;57;3400;687;2;3
558;57;0;2971;16;10
559;57;5992;2114;8;5
560;57;5991;2539;9;20
561;57;3297;465;14;16
562;58;5980;1130;20;8
563;58;0;2427;7;12
564;58;1030;1747;9;13
565;58;5993;766;7;10
566;58;5988;625;12;4
567;58;3844;432;5;7
568;58;0;523;20;19
569;58;5999;1826;1;11
570;59;4257;2350;1;6
571;61;5989;1363;11;6
572;61;5885;241;19;4
573;61;2258;3190;13;20
574;61;0;301;14;8
575;61;3069;0;4;11
576;61;5997;2834;3;12
577;61;3746;514;1;19
578;63;5098;3206;11;4
579;63;1265;1317;3;4
580;63;5984;1607;16;5
581;63;1974;1855;9;18
582;63;699;578;15;17
583;63;3470;2184;3;10
584;63;0;463;20;3
585;63;5534;2930;5;1
586;63;5986;2067;14;15
587;63;2838;3115;15;9
588;63;1030;765;8;6
589;63;0;2588;8;3
590;64;0;3050;20;6
591;64;0;1753;1;5
592;64;1074;3205;13;5
593;64;4206;1545;9;13
594;64;1319;3197;17;13
595;64;4110;3196;20;14
596;64;3537;0;3;11
597;64;2207;0;1;9
598;65;0;646;6;14
599;65;3717;0;16;9
600;65;0;713;10;11
601;65;5981;1420;19;10
602;65;0;2351;5;7
603;65;0;877;15;10
604;65;438;3198;18;12
605;65;0;2830;2;19
606;66;1669;0;16;14
607;66;730;3193;3;17
608;66;2621;0;12;14
609;66;0;1983;7;14
610;66;2183;3202;12;8
611;66;2533;1724;3;11
612;66;0;1061;16;6
613;66;1478;3191;1;19
614;66;5992;956;8;1
615;66;0;848;1;10
616;66;2030;0;6;2
617;66;766;3209;18;1
618;66;5021;619;17;15
619;66;2482;3203;13;7
620;66;3084;0;6;15
621;66;4166;3192;8;18
622;66;5997;1251;3;16
623;68;1149;2504;18;4
624;68;5999;2542;1;7
625;68;761;32;3;7
626;68;0;1102;2;5
627;68;5869;2372;14;3
628;68;5633;1920;7;9
629;68;1919;740;7;3
630;68;0;2313;10;9
631;68;5310;0;11;20
632;68;4355;898;14;6
633;68;0;2454;9;16
634;68;337;0;7;12
635;68;5980;66;20;10
636;68;1275;3202;7;8
637;68;0;891;8;16
638;68;0;2618;14;15
639;68;2024;3193;15;17
640;68;5303;3199;9;11
641;68;2922;0;11;8
642;68;778;3200;11;10
643;69;206;593;16;5
644;69;5986;850;14;6
645;69;4651;3194;6;16
646;69;5982;1079;18;12
647;69;5994;1314;6;14
648;69;0;252;19;1
649;69;0;1827;11;20
650;69;2895;0;13;14
651;69;4089;1608;11;15
652;69;4001;0;13;16
653;70;2109;1169;2;8
654;70;3321;1289;17;19
655;70;909;0;3;7
656;70;865;0;7;4
657;70;0;1391;18;11
658;70;2373;386;15;16
659;70;0;803;10;7
660;70;3415;0;2;7
661;70;3383;3205;11;5
662;71;0;3064;13;2
663;71;0;174;20;8
664;71;1833;346;8;19
665;71;3534;3195;14;15
666;71;0;2250;5;14
667;71;5995;1045;5;9
668;71;0;668;4;11
669;71;5994;616;6;12
670;71;1674;2118;17;15
671;72;3792;1465;13;3
672;72;4240;0;18;4
673;72;5998;1436;2;3
674;72;0;1580;10;20
675;72;5995;929;5;15
676;72;4252;0;2;15
677;72;935;3205;5;5
678;72;1637;0;10;12
679;72;0;2209;9;16
680;72;5991;2321;9;6
681;72;0;529;13;17
682;73;5982;642;18;16
683;73;0;285;18;15
684;73;3768;0;4;8
685;73;1711;2610;3;17
686;73;3524;3202;15;8
687;73;5992;1403;8;12
688;73;5986;588;14;5
689;73;0;1474;17;8
690;73;3653;1273;19;11
691;73;186;3191;15;19
692;73;17;0;4;10
693;74;0;1841;9;9
694;74;1200;3200;6;10
695;74;0;301;13;12
696;74;2091;3200;16;10
697;74;1001;2648;17;3
698;74;5993;2567;7;14
699;74;3193;3198;8;12
700;76;1286;1920;16;4
701;76;2163;1552;8;10
702;76;5991;2825;9;15
703;76;4451;1011;2;10
704;77;3780;3114;10;5
705;77;5991;1156;9;4
706;77;1651;2280;7;3
707;77;0;254;1;14
708;77;5990;1272;10;6
709;77;5784;3193;17;17
710;77;556;0;5;3
711;77;1835;0;5;19
712;77;5940;3192;18;18
713;77;5980;1393;20;13
714;77;0;952;5;17
715;79;5899;0;12;19
716;79;5987;2086;13;13
717;79;4821;1338;9;14
718;79;3474;3193;6;17
719;79;0;3082;19;17
720;81;0;2372;14;18
721;81;4137;3102;9;9
722;81;5456;869;8;13
723;81;5988;953;12;2
724;81;2801;0;4;1
725;83;5980;1482;20;1
726;83;4347;0;9;7
727;83;4687;3190;18;20
728;83;5755;3206;10;4
729;83;2393;0;5;13
730;83;106;3205;16;5
731;83;190;1085;15;7
732;83;5984;2373;16;15
733;83;4267;0;2;16
734;83;0;1551;5;4
735;83;5933;3201;14;9
736;85;5998;1854;2;11
737;85;5789;3202;8;8
738;85;390;3197;5;13
739;85;5988;448;12;9
740;85;5987;1607;13;2
741;85;2223;0;16;19
742;85;5981;289;19;11
743;85;3934;0;12;3
744;85;5992;3046;8;10
745;85;5983;1603;17;20
746;85;5992;2497;8;20
747;85;4111;3208;8;2
748;85;0;115;14;20
749;85;0;2249;12;2
750;85;4544;0;16;15
751;86;5818;823;19;11
752;86;2539;1616;2;4
753;87;3443;2791;10;13
754;87;3244;3202;6;8
755;87;1555;3195;6;15
756;87;779;0;14;20
757;87;2457;3202;2;8
758;87;0;2755;1;15
759;87;0;933;11;8
760;87;0;3110;18;12
761;87;0;411;13;16
762;87;5018;0;8;16
763;87;1010;3201;20;9
764;87;0;859;13;9
765;87;793;1157;5;5
766;87;5100;2141;3;1
767;87;2701;3204;11;6
768;87;0;1931;5;9
769;87;4648;0;14;20
770;87;1724;1319;11;20
771;87;5693;2411;1;11
772;87;0;3117;8;3
773;91;4981;3200;10;10
774;91;3;1380;18;3
775;91;5727;721;7;17
776;91;0;169;12;2
777;91;4592;0;14;8
778;91;5195;3207;11;3
779;91;180;0;15;11
780;91;910;3197;16;13
781;91;1533;1970;3;2
782;91;0;203;15;18
783;91;0;1038;1;17
784;91;2112;0;7;3
785;92;0;407;7;19
786;92;247;3204;10;6
787;92;4056;2610;8;13
788;92;5819;1039;7;3
789;92;5982;263;18;16
790;92;0;1310;9;8
791;92;0;1691;16;20
792;92;2684;1497;4;15
793;92;2759;0;1;11
794;92;5982;550;18;11
795;93;0;964;5;2
796;93;5998;272;2;3
797;93;3617;0;4;20
798;93;811;0;1;2
799;93;2674;0;4;19
800;93;5145;2547;9;6
801;93;4347;3196;1;14
802;93;5982;2194;18;5
803;93;0;1761;2;16
804;93;5987;1299;12;17
805;93;234;0;1;12
806;93;829;0;16;4
807;93;0;87;4;5
808;93;1396;3192;8;18
809;93;3774;0;6;14
810;93;0;2442;2;14
811;93;2251;0;18;11
812;93;0;1773;20;18
813;93;0;1444;14;12
814;94;5998;1596;2;9
815;94;5988;80;12;3
816;94;4724;3203;11;7
817;94;3990;0;11;20
818;94;0;1534;7;3
819;94;1750;1547;11;13
820;94;384;20;15;14
821;94;5994;1150;6;1
822;94;0;2770;7;2
823;94;222;483;1;20
824;94;0;2130;15;8
825;94;1067;3200;4;10
826;94;5478;2695;9;1
827;94;4429;2792;7;4
828;94;4412;2747;4;11
829;94;4982;3200;18;10
830;94;0;123;19;4
831;94;0;1466;11;13
832;94;0;1150;1;20
833;95;3908;0;2;9
834;95;5803;3198;3;12
835;95;0;873;4;19
836;95;5931;2612;15;4
837;95;579;3194;9;16
838;95;4085;3196;1;14
839;95;5672;3197;2;13
840;95;5996;2049;4;18
841;95;1622;0;12;8
842;95;5487;3198;14;12
843;95;5323;3205;12;5
844;95;259;0;14;14
845;95;0;252;1;2
846;95;3722;3206;9;4
847;95;4871;47;3;18
848;95;5997;636;3;19
849;95;0;3076;12;14
850;96;4612;3191;5;19
851;96;1232;3200;18;10
852;96;5342;3191;12;19
853;96;5357;0;6;16
854;96;0;838;10;20
855;96;3336;0;13;18
856;96;5983;1483;17;11
857;96;5980;1067;20;1
858;96;0;2514;6;8
859;96;0;3086;20;11
860;96;805;0;5;19
861;97;5985;1532;15;16
862;97;1384;3194;16;16
863;97;0;1792;2;1
864;97;3279;0;1;10
865;98;5194;0;7;7
866;98;1994;0;4;12
867;99;0;1441;1;15
868;99;5190;3124;14;12
869;99;4392;0;9;1
870;99;0;3030;20;14
871;99;5987;1308;13;8
872;99;4013;3201;2;9
873;99;3129;0;15;16
874;99;3618;534;9;20
875;99;1032;0;9;20
876;99;0;936;20;1
877;99;2948;0;13;2
878;99;234;3209;6;1
879;99;2403;3205;12;5
880;99;4308;0;13;12
881;99;897;0;12;14
882;99;505;0;10;8
883;99;0;837;3;2
884;99;3134;0;7;5
885;99;2967;3009;5;11
886;99;4512;3202;19;8
