ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
180;1326;3326;53;6
181;2789;3458;54;1
182;358;118;54;2
183;1650;1536;54;3
184;3240;949;54;4
185;2706;1176;54;5
186;972;725;54;6
187;1047;1814;55;1
188;741;208;55;2
189;181;1183;56;1
190;3345;2022;56;2
191;341;2043;57;1
192;2325;2735;57;2
193;1324;2333;58;1
194;1301;2869;58;2
195;2371;2974;58;3
196;1894;59;58;4
197;3033;894;58;5
198;2955;1984;58;6
199;2831;2552;59;1
200;40;2253;59;2
201;2172;3012;59;3
202;3170;2807;59;4
203;470;2496;59;5
204;2757;584;59;6
205;260;3480;60;1
206;1344;1134;60;2
207;3078;122;60;3
208;493;2128;61;1
209;1751;1784;61;2
210;2349;1819;61;3
211;2339;2792;61;4
212;1242;1374;61;5
213;1659;2714;62;1
214;3483;798;62;2
215;41;802;63;1
216;837;3028;63;2
217;296;64;63;3
218;1615;196;64;1
219;682;2427;64;2
220;125;2554;64;3
221;3246;2098;64;4
222;3284;1626;64;5
223;3008;2513;65;1
224;120;1021;66;1
225;1003;1179;66;2
226;170;810;66;3
227;1592;3381;66;4
228;2753;594;66;5
229;1669;2477;66;6
230;2355;557;67;1
231;1585;3326;68;1
232;3330;797;68;2
233;1545;2537;68;3
234;1547;1846;68;4
235;253;1598;68;5
236;3282;444;69;1
237;3064;2782;69;2
238;3244;664;69;3
239;2540;1798;69;4
240;2806;633;69;5
241;974;961;70;1
242;1377;768;70;2
243;1946;1080;70;3
244;2905;1643;71;1
245;1677;2829;71;2
246;607;2045;71;3
247;2049;1985;71;4
248;2382;2049;72;1
249;931;3209;72;2
250;350;2126;72;3
251;2305;801;73;1
252;3305;131;73;2
253;2706;1595;73;3
254;2562;1443;74;1
255;2337;1765;74;2
256;57;1962;74;3
257;1538;1106;74;4
258;526;437;75;1
259;2929;287;75;2
260;945;2937;75;3
261;500;3038;75;4
262;2392;3399;76;1
263;2643;2936;76;2
264;288;1438;76;3
265;2227;1154;76;4
266;2875;481;76;5
267;2812;460;76;6
268;935;905;77;1
269;372;1398;77;2
270;2869;1310;77;3
271;50;2049;77;4
272;3023;669;77;5
273;2796;2055;78;1
274;1171;3306;78;2
275;2639;3071;78;3
276;2903;2860;78;4
277;328;1346;78;5
278;2878;1323;79;1
279;1699;62;80;1
280;49;1867;80;2
281;1479;436;80;3
282;1649;1028;80;4
283;1099;2044;80;5
284;3050;2069;80;6
285;1299;3231;81;1
286;2513;1776;81;2
287;206;2181;82;1
288;294;2252;82;2
289;83;326;82;3
290;794;2441;83;1
291;149;2615;83;2
292;630;2819;83;3
293;2444;1343;83;4
294;3024;2993;83;5
295;1164;3281;83;6
296;3476;1237;84;1
297;1302;333;84;2
298;760;2095;84;3
299;1069;3097;84;4
300;1744;3015;85;1
301;2343;1281;85;2
302;1710;1185;85;3
303;274;2000;85;4
304;2729;2515;86;1
305;1451;1416;87;1
306;213;863;87;2
307;1985;1951;87;3
308;1870;1358;87;4
309;1016;488;88;1
310;2858;3441;88;2
311;3188;2278;89;1
312;2678;801;89;2
313;3398;262;90;1
314;407;1518;90;2
315;1002;2459;90;3
316;1364;3362;91;1
317;2793;1592;91;2
318;3007;967;91;3
319;1829;2365;91;4
320;1133;2740;91;5
321;881;3159;91;6
322;2533;1426;92;1
323;519;1812;92;2
324;1307;3445;92;3
325;3378;2301;92;4
326;92;826;92;5
327;1452;466;93;1
328;2778;799;93;2
329;1477;2103;94;1
330;2828;1989;95;1
331;1113;1814;95;2
332;2737;2023;95;3
333;2289;3270;95;4
334;515;1910;95;5
335;1320;1164;95;6
336;1408;803;96;1
337;3159;542;96;2
338;3074;170;96;3
339;1984;675;96;4
340;2809;3402;96;5
341;2309;2434;96;6
342;1929;3133;97;1
343;323;2739;97;2
344;20;3394;97;3
345;779;695;97;4
346;1617;1135;98;1
347;2635;3150;98;2
348;1484;3110;98;3
349;2814;1291;99;1
350;577;601;99;2
351;369;2546;99;3
352;56;2969;100;1
353;3122;1698;100;2
354;1296;840;100;3
355;2243;745;100;4
356;2987;3196;100;5
357;3094;1833;100;6
358;130;2412;101;1
359;2216;1960;101;2
360;2608;1729;101;3
361;1254;1729;101;4
362;726;2041;102;1
363;2404;2095;102;2
364;1539;2148;102;3
365;929;762;102;4
366;1663;1272;102;5
367;3159;2094;102;6
368;564;3197;103;1
369;1965;1678;103;2
370;3391;2929;104;1
371;1680;3444;104;2
372;553;2580;104;3
373;2940;2585;104;4
374;1517;2154;105;1
375;198;2112;105;2
376;2894;3381;106;1
377;1341;3297;106;2
378;1450;2505;106;3
379;956;1724;106;4
380;3029;814;106;5
381;1767;2074;106;6
382;152;2179;107;1
383;2797;2637;107;2
384;1381;1358;107;3
385;1782;1901;107;4
386;619;2103;108;1
387;1019;207;108;2
388;1493;3071;109;1
389;1778;2492;109;2
390;3313;2874;109;3
391;422;2370;109;4
392;3401;2292;110;1
393;3019;2534;110;2
394;2374;2216;110;3
395;1405;285;111;1
396;2227;3347;111;2
397;1853;770;111;3
398;1087;165;111;4
399;347;3246;112;1
400;1039;2212;112;2
401;2604;2029;113;1
402;3306;2975;113;2
403;814;2553;113;3
404;1847;85;113;4
405;1522;2298;113;5
406;2449;2311;114;1
407;592;3153;114;2
408;2071;948;115;1
409;1352;3378;115;2
410;1834;1535;115;3
411;1051;631;116;1
412;257;1844;116;2
413;566;2012;116;3
414;1506;191;116;4
415;2027;331;116;5
416;488;736;116;6
417;2639;25;117;1
418;2860;321;117;2
419;245;556;117;3
420;2641;2486;117;4
421;310;3073;118;1
422;936;2138;118;2
423;2680;325;118;3
424;1719;3078;118;4
425;3042;1673;118;5
426;3077;3460;119;1
427;299;194;119;2
428;557;1267;119;3
429;1744;2129;120;1
430;473;3269;120;2
431;2793;2514;120;3
432;3453;1210;121;1
433;1524;3379;121;2
434;614;1353;121;3
435;3106;758;121;4
436;1134;993;122;1
437;170;1513;122;2
438;1796;524;122;3
439;1375;2793;122;4
440;603;2398;123;1
441;874;1206;124;1
442;2618;177;124;2
443;725;1190;124;3
444;1919;2873;124;4
445;2524;773;125;1
446;3015;496;125;2
447;2494;1608;125;3
448;245;987;125;4
449;247;146;125;5
450;3262;1400;126;1
451;2131;1663;126;2
452;3030;2157;126;3
453;1437;2020;126;4
454;1020;2079;126;5
455;1276;716;126;6
456;2515;1592;127;1
457;747;3056;127;2
458;1535;1458;127;3
459;902;554;127;4
460;1552;2513;128;1
461;518;3408;129;1
462;2341;53;129;2
463;1486;51;129;3
464;1949;1853;129;4
465;498;2221;130;1
466;239;129;130;2
467;75;1533;131;1
468;2258;2319;131;2
469;1409;1390;131;3
470;3443;3039;131;4
471;2793;923;132;1
472;1512;1556;132;2
473;2297;1215;133;1
474;2815;3304;133;2
475;1794;3036;133;3
476;1826;1400;133;4
477;39;3037;133;5
478;1807;760;133;6
479;1013;3408;134;1
480;2824;358;134;2
481;2653;1526;134;3
482;2581;2810;134;4
483;2485;1181;134;5
484;1302;945;135;1
485;1775;104;135;2
486;1409;1536;136;1
487;1601;3034;136;2
488;2392;2717;136;3
489;2230;1523;136;4
490;2695;2535;136;5
491;86;95;137;1
492;2134;1968;137;2
493;1219;1391;137;3
494;310;549;138;1
495;976;883;139;1
496;124;1271;139;2
497;2476;2592;139;3
498;3204;1739;139;4
499;3324;2048;139;5
500;1946;53;139;6
501;3072;1945;140;1
502;2534;2368;140;2
503;1141;3228;140;3
504;2621;1959;140;4
505;531;240;141;1
506;233;1997;141;2
507;2471;1471;141;3
508;370;882;141;4
509;1881;876;142;1
510;2601;163;143;1
511;590;1265;143;2
512;2655;2084;143;3
513;2298;174;143;4
514;684;3280;143;5
515;2058;1996;143;6
516;2789;1191;144;1
517;2784;1657;144;2
518;1366;2042;144;3
519;3130;1403;144;4
520;2077;333;144;5
521;1304;3442;144;6
522;1882;1749;145;1
523;2274;29;145;2
524;1382;3423;145;3
525;2972;3379;145;4
526;1659;1297;145;5
527;200;254;145;6
528;3340;223;146;1
529;1805;2572;146;2
530;2700;2767;146;3
531;2743;3005;146;4
532;1973;2580;146;5
533;657;441;147;1
534;1613;856;148;1
535;1115;743;148;2
536;3243;1022;149;1
537;2367;458;149;2
538;1408;1404;149;3
539;1003;323;150;1
540;2332;3092;150;2
541;542;1008;150;3
542;38;2567;150;4
543;2418;1332;150;5
544;863;2270;150;6
545;1594;3142;151;1
546;1517;1668;151;2
547;648;759;151;3
548;1375;3300;152;1
549;2621;2805;152;2
550;2922;2246;152;3
551;2988;48;152;4
552;1777;497;152;5
553;2139;3375;153;1
554;3277;1414;153;2
555;256;1540;153;3
556;814;131;153;4
557;1532;3416;153;5
558;2343;1353;153;6
559;1230;2222;154;1
560;2953;2999;154;2
561;3336;2704;155;1
562;1827;3481;155;2
563;580;2066;155;3
564;2240;182;155;4
565;1073;729;155;5
566;1889;539;155;6
567;2395;556;156;1
568;2298;1243;157;1
569;836;1642;157;2
570;631;2430;157;3
571;99;1518;157;4
572;310;2103;157;5
573;3497;1545;157;6
574;2069;1723;158;1
575;625;3329;158;2
576;2147;2342;158;3
577;2648;85;158;4
578;2407;225;158;5
579;2909;3056;158;6
580;2821;507;159;1
581;3249;588;159;2
582;297;1538;159;3
583;1625;2619;160;1
584;867;359;160;2
585;152;3099;160;3
586;2738;350;160;4
587;1621;3083;160;5
588;2337;1947;160;6
589;1883;698;161;1
590;397;2991;162;1
591;3121;1139;162;2
592;2984;2863;162;3
593;977;1639;163;1
594;1072;1141;163;2
595;3319;1199;163;3
596;2843;2816;164;1
597;2450;291;164;2
598;2869;127;165;1
599;3178;1870;166;1
600;460;520;166;2
601;2513;3202;166;3
602;269;1903;166;4
603;131;936;167;1
604;2221;1158;167;2
605;1139;2975;167;3
606;571;468;168;1
607;3414;1292;168;2
608;1775;503;168;3
609;3189;2181;169;1
610;1682;641;169;2
611;1199;3324;169;3
612;881;2881;170;1
613;322;435;170;2
614;3049;1225;170;3
615;751;2428;170;4
616;3339;776;171;1
617;1522;2327;172;1
618;1096;296;172;2
619;3441;3084;172;3
620;486;3227;172;4
621;2768;2682;172;5
622;1731;700;172;6
623;3223;1281;173;1
624;1073;1182;173;2
625;1303;352;173;3
626;3025;1996;173;4
627;2481;2320;173;5
628;874;2719;174;1
629;1870;1987;174;2
630;1024;915;174;3
631;1075;2518;174;4
632;1498;714;175;1
633;3197;1763;175;2
634;579;2198;176;1
635;849;1545;176;2
636;1127;653;177;1
637;2817;1314;177;2
638;290;1861;178;1
639;60;457;178;2
640;2779;1948;178;3
641;2145;1170;179;1
642;3038;346;179;2
643;1545;753;179;3
644;2227;3062;180;1
645;2643;1476;180;2
646;611;1164;180;3
647;1555;117;180;4
648;1321;2001;181;1
649;2569;861;181;2
650;1395;753;181;3
651;3178;851;182;1
652;2537;1877;182;2
653;1042;1751;182;3
654;1659;1332;182;4
655;2585;954;183;1
656;85;111;183;2
657;2141;1402;183;3
658;1774;1319;183;4
659;2297;3189;183;5
660;2489;521;184;1
661;252;611;185;1
662;3174;2851;185;2
663;2236;2864;185;3
664;2281;598;185;4
665;1133;3433;185;5
666;559;2896;186;1
667;2321;513;186;2
668;1358;3410;186;3
669;3456;1575;186;4
670;2643;3371;186;5
671;2785;1712;186;6
672;835;3433;187;1
673;2032;259;187;2
674;2395;1105;187;3
675;275;2721;187;4
676;2214;1191;188;1
677;1347;446;188;2
678;1313;1392;189;1
679;2531;790;189;2
680;2231;933;189;3
681;2085;779;189;4
682;2353;191;189;5
683;1110;956;189;6
684;1885;1571;190;1
685;2356;3020;190;2
686;2826;687;190;3
687;1140;1142;190;4
688;3293;868;190;5
689;2973;451;191;1
690;1683;529;191;2
691;2417;2451;192;1
692;2685;2369;192;2
693;2691;3170;193;1
694;2115;2690;193;2
695;137;2170;194;1
696;1711;2179;194;2
697;613;2009;195;1
698;452;1627;195;2
699;84;2718;195;3
700;763;2433;195;4
701;2609;873;195;5
702;241;1179;195;6
703;2082;1487;196;1
704;194;454;196;2
705;1568;3496;196;3
706;3345;130;196;4
707;475;2667;197;1
708;2338;167;197;2
709;2590;3091;197;3
710;51;775;197;4
711;1842;1770;198;1
712;2060;2203;198;2
713;156;967;198;3
714;2215;593;198;4
715;23;2190;198;5
716;1366;2048;198;6
717;1741;2645;199;1
718;467;993;199;2
719;1612;3356;199;3
720;814;1958;199;4
721;1091;1458;199;5
722;1128;2422;200;1
723;1037;511;200;2
724;2344;850;200;3
725;265;2036;201;1
726;405;1661;201;2
727;2440;539;202;1
728;3131;471;202;2
729;2055;585;202;3
730;3270;20;202;4
731;3027;3451;203;1
732;433;3403;203;2
733;3178;3317;203;3
734;309;1293;203;4
735;1474;1046;203;5
736;1398;622;204;1
737;2110;347;204;2
738;2624;401;204;3
739;2638;3206;204;4
740;281;1099;204;5
741;1649;2324;205;1
742;1060;2590;205;2
743;1094;2576;205;3
744;1366;520;205;4
745;808;507;205;5
746;2414;1790;206;1
747;772;1846;206;2
748;2397;1896;207;1
749;2506;2073;207;2
750;2575;2083;207;3
751;201;3049;207;4
752;1013;518;207;5
753;898;1432;208;1
754;2853;1350;208;2
755;2124;2893;209;1
756;1796;3458;209;2
757;1969;881;209;3
758;554;265;209;4
759;1548;336;209;5
760;1134;3359;210;1
761;412;2188;210;2
762;1121;3488;211;1
763;716;911;211;2
764;2846;2657;211;3
765;2749;698;211;4
766;624;2153;212;1
767;1923;1663;212;2
768;1835;975;212;3
769;1793;1246;212;4
770;899;847;212;5
771;1846;3269;212;6
772;2050;1426;213;1
773;1507;919;213;2
774;38;3408;213;3
775;2992;2659;213;4
776;2603;1417;213;5
777;1002;2198;214;1
778;933;435;214;2
779;1092;174;214;3
780;505;3148;214;4
781;747;889;214;5
782;2199;175;214;6
783;2090;870;215;1
784;2626;2884;216;1
785;1897;3076;217;1
786;131;570;217;2
787;1463;405;218;1
788;2983;369;218;2
789;1795;2227;218;3
790;3021;2174;218;4
791;970;3419;219;1
792;1724;2925;219;2
793;2750;2826;220;1
794;2258;676;221;1
795;2962;157;221;2
796;729;3289;221;3
797;117;2612;221;4
798;146;2266;221;5
799;2204;2134;221;6
800;2252;3239;222;1
801;476;1407;222;2
802;790;1608;222;3
803;1291;2091;223;1
804;1715;699;223;2
805;203;840;223;3
806;2394;1276;223;4
807;2948;2618;223;5
808;2142;153;224;1
809;1719;827;225;1
810;2986;1962;225;2
811;117;1300;225;3
812;2566;2458;225;4
813;2344;1403;225;5
814;1115;1448;226;1
815;2956;1449;226;2
816;2190;2267;226;3
817;1248;2722;226;4
818;3414;1313;226;5
819;1693;1230;227;1
820;1463;1647;227;2
821;2372;1262;227;3
822;866;661;227;4
823;817;2433;227;5
824;206;2858;228;1
825;1491;1644;228;2
826;564;1315;229;1
827;774;1565;230;1
828;1646;2240;230;2
829;1288;930;230;3
830;234;2891;231;1
831;2215;619;231;2
832;2512;1897;231;3
833;3184;2213;232;1
834;2267;1697;233;1
835;2146;3437;233;2
836;1981;943;233;3
837;2739;2746;233;4
838;1496;1107;234;1
839;2736;1790;234;2
840;3037;100;234;3
841;1588;1236;234;4
842;2001;194;235;1
843;1479;407;236;1
844;132;2970;236;2
845;2156;1072;236;3
846;2509;1650;236;4
847;1923;3290;237;1
848;2544;339;238;1
849;2416;181;238;2
850;655;1960;238;3
851;1446;477;238;4
852;1943;2320;238;5
853;1947;2836;238;6
854;80;2426;239;1
855;902;337;239;2
856;3126;171;240;1
857;3399;3040;240;2
858;1931;3030;240;3
859;135;684;241;1
860;2496;596;242;1
861;1362;2989;242;2
862;2114;2738;242;3
863;112;1866;242;4
864;1194;1952;242;5
865;2217;1986;243;1
866;1857;2868;244;1
867;2160;1398;244;2
868;3468;920;244;3
869;402;3407;245;1
870;1579;3310;245;2
871;3208;689;245;3
872;1362;306;246;1
873;3403;1098;246;2
874;3090;2893;246;3
875;53;2504;246;4
876;2407;2604;246;5
877;781;1224;246;6
878;1731;354;247;1
879;1685;210;247;2
880;3359;1167;247;3
881;191;1074;247;4
882;1671;124;248;1
883;2260;1769;248;2
884;2959;883;248;3
885;1275;831;248;4
886;810;1444;248;5
887;2773;903;249;1
888;3001;2025;249;2
889;493;1629;249;3
890;847;1131;249;4
891;514;3464;249;5
892;2343;1558;250;1
893;2344;1194;250;2
894;2226;168;251;1
895;585;359;251;2
896;1398;2401;251;3
897;51;3336;252;1
898;1722;446;252;2
899;3128;2505;252;3
900;2627;1163;252;4
901;2381;1764;252;5
902;1316;710;252;6
903;546;2749;253;1
904;614;3186;253;2
905;1163;2045;253;3
906;1189;398;253;4
907;2647;3166;253;5
908;1579;3158;254;1
909;1018;1745;254;2
910;226;269;254;3
911;803;1038;254;4
912;3003;573;255;1
913;98;2241;256;1
914;2184;1935;256;2
915;130;1532;256;3
916;1593;663;256;4
917;2474;676;256;5
918;1818;639;257;1
919;1237;599;258;1
920;2910;3432;258;2
921;1331;1046;259;1
922;1717;3451;259;2
923;678;2404;259;3
924;1961;1689;259;4
925;1875;2833;260;1
926;2918;2068;261;1
927;2168;2499;261;2
928;421;338;261;3
929;891;1056;261;4
930;2003;127;261;5
931;1814;1311;262;1
932;1387;2641;262;2
933;1112;2519;262;3
934;934;2311;263;1
935;3192;1926;263;2
936;3145;2849;264;1
937;3215;630;264;2
938;1339;2711;265;1
939;805;1672;265;2
940;2443;2187;265;3
941;1788;1482;265;4
942;774;1172;265;5
943;2474;826;266;1
944;1782;1348;267;1
945;1403;1839;268;1
946;2907;2913;269;1
947;2987;1341;269;2
948;2486;3349;269;3
949;2375;316;269;4
950;1833;2647;270;1
951;1542;2935;270;2
952;2862;406;271;1
953;695;2687;272;1
954;306;2952;273;1
955;1665;2066;273;2
956;401;1323;274;1
957;3054;3446;275;1
958;460;2908;275;2
959;1104;1481;276;1
960;901;3180;276;2
961;564;2474;276;3
962;3068;1450;276;4
963;262;2039;276;5
964;532;2906;277;1
965;1028;3140;277;2
966;2554;3161;277;3
967;1305;618;277;4
968;355;1734;277;5
969;861;623;277;6
970;1855;2391;278;1
971;2933;1114;278;2
972;3273;2701;278;3
973;1820;27;279;1
974;361;590;279;2
975;3468;2226;279;3
976;2840;421;279;4
977;591;1034;279;5
978;3197;756;280;1
979;3052;2680;280;2
980;550;660;280;3
981;1160;2316;280;4
982;240;3355;280;5
983;2014;379;281;1
984;1686;105;282;1
985;484;1311;282;2
986;2580;3092;282;3
987;368;105;282;4
988;3187;2263;282;5
989;2589;2006;282;6
990;1150;727;283;1
991;374;1861;284;1
992;2115;1959;284;2
993;2145;2694;284;3
994;1560;1790;284;4
995;3137;3176;284;5
996;3374;1666;284;6
997;1912;1776;285;1
998;3239;2536;285;2
999;1047;2187;285;3
1000;3381;1713;286;1
1001;733;2466;286;2
1002;2243;1062;287;1
1003;3307;1263;287;2
1004;1595;2708;287;3
1005;1285;3171;287;4
1006;2926;55;287;5
1007;555;1541;287;6
1008;3352;1505;288;1
1009;1384;2599;288;2
1010;3291;383;289;1
1011;2345;2358;289;2
1012;3207;1608;289;3
1013;1399;3007;289;4
1014;330;307;289;5
1015;2945;128;290;1
1016;1678;1058;290;2
1017;1342;1177;291;1
1018;729;1184;292;1
1019;3493;1462;292;2
1020;1787;2695;293;1
1021;230;2507;294;1
1022;384;1195;294;2
1023;1897;1061;294;3
1024;903;3421;294;4
1025;2367;3455;294;5
1026;621;2407;295;1
1027;1975;1321;295;2
1028;1992;1017;296;1
1029;987;1595;297;1
1030;1054;2659;298;1
1031;520;359;298;2
1032;2431;3365;298;3
1033;1826;1476;299;1
1034;3128;3157;299;2
1035;2267;952;299;3
1036;1153;1762;299;4
1037;768;2434;299;5
