DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
253;29;0;2697;15;19
254;29;2637;1049;12;2
255;29;4678;2979;1;16
256;29;0;3187;2;8
257;29;18;3193;8;17
258;29;5987;2049;13;12
259;29;1790;0;17;10
260;29;1141;3200;15;10
261;29;5999;2908;1;13
262;29;120;3204;4;6
263;29;0;2556;12;14
264;29;868;1485;3;5
265;29;5556;0;16;15
266;29;4997;2864;1;3
267;29;0;2315;18;1
268;30;5995;984;5;13
269;30;2284;354;13;2
270;30;5981;2083;19;11
271;30;2388;0;16;19
272;30;5980;615;20;20
273;30;5780;3208;5;2
274;30;3373;0;10;8
275;30;5501;115;9;8
276;30;3187;0;7;13
277;30;3268;1683;11;13
278;30;827;0;11;17
279;31;0;2830;11;14
280;31;1322;652;19;6
281;31;5283;957;8;11
282;31;1770;0;15;14
283;31;3332;0;11;17
284;31;523;3209;4;1
285;31;2961;0;20;10
286;31;3985;0;5;9
287;31;5936;3190;19;20
288;31;0;2508;20;15
289;32;5993;1171;7;17
290;32;333;3201;16;9
291;32;3245;3188;18;10
292;32;5997;1515;3;17
293;32;0;1090;6;7
294;32;0;1554;15;15
295;32;4000;0;16;3
296;32;4427;2178;5;10
297;32;5376;3063;16;1
298;32;1862;1582;10;11
299;32;5981;91;19;13
300;32;0;490;11;16
301;32;5989;1281;11;5
302;32;4615;3205;4;5
303;32;5987;1290;13;9
304;32;5147;3207;4;3
305;32;248;0;20;12
306;33;0;2480;4;13
307;33;5991;2947;9;5
308;33;3707;838;9;6
309;33;1671;3195;3;15
310;33;0;739;9;18
311;34;865;1755;20;15
312;34;5985;1718;15;1
313;34;2498;3194;7;16
314;34;5995;1401;5;9
315;34;5999;3160;1;15
316;34;1813;1565;4;5
317;34;2967;105;14;18
318;34;2928;1869;7;11
319;34;4008;1352;5;9
320;36;5291;0;3;20
321;36;4346;3204;8;6
322;36;5020;3205;13;5
323;36;1469;0;8;18
324;36;4460;1392;2;6
325;37;2592;1252;13;2
326;37;0;3123;19;12
327;37;4687;1872;6;17
328;37;0;1342;2;8
329;37;4322;2136;13;17
330;37;1074;1292;9;18
331;38;4989;3191;12;19
332;38;4889;3194;14;16
333;38;325;0;17;1
334;38;5987;89;13;18
335;38;5999;121;1;12
336;38;784;1107;2;11
337;38;5984;2638;16;3
338;38;5982;3137;18;18
339;38;5384;457;16;6
340;38;5829;3208;14;2
341;38;5988;167;12;2
342;38;244;3194;7;16
343;38;5335;326;2;19
344;39;5019;0;2;3
345;39;5698;268;14;8
346;40;5982;2548;18;3
347;40;0;315;8;6
348;40;263;2156;1;2
349;40;100;0;2;10
350;40;1252;505;7;9
351;40;3976;3207;7;3
352;40;2672;3203;14;7
353;40;5981;2171;19;7
354;40;5981;935;19;9
355;40;5992;210;8;8
356;41;247;0;15;16
357;41;1051;0;8;15
358;41;2303;3157;6;11
359;41;954;3172;15;20
360;41;4165;3190;2;20
361;41;5995;1571;5;6
362;41;5487;0;2;3
363;41;5991;586;9;16
364;41;3847;2855;18;4
365;41;4070;0;16;4
366;41;2929;2007;11;19
367;41;2669;0;11;17
368;41;1031;3203;2;7
369;41;5998;3045;2;17
370;42;1783;713;10;18
371;42;0;1472;20;5
372;42;0;195;16;11
373;42;5992;671;8;14
374;42;2678;1485;12;13
375;42;2339;0;6;3
376;42;5119;2053;4;14
377;42;1988;0;1;7
378;42;1778;2732;15;4
379;42;0;806;14;2
380;42;5985;36;15;9
381;42;4971;1385;1;19
382;44;2272;1021;1;1
383;44;4837;1872;9;16
384;44;1247;3201;8;9
385;44;3168;3197;12;13
386;44;1274;0;6;10
387;44;5358;3192;7;18
388;44;2396;1493;8;10
389;44;5072;421;20;16
390;45;1212;1949;10;3
391;45;3201;0;12;18
392;45;2810;2092;15;8
393;45;2140;0;20;20
394;45;2192;3206;19;4
395;45;5891;2089;19;5
396;45;0;2741;12;17
397;45;0;451;2;13
398;45;5913;3205;20;5
399;45;0;1905;15;6
400;45;1445;564;16;10
401;45;2897;1268;18;11
402;46;452;289;16;4
403;46;4157;0;1;13
404;46;1119;0;11;8
405;46;4539;0;14;14
406;46;2991;407;1;9
407;46;0;2855;16;4
408;46;5592;0;12;6
409;46;3633;0;10;7
410;46;5992;1912;8;12
411;46;0;530;1;9
412;46;5980;104;20;18
413;46;3241;2309;6;9
414;46;0;2699;11;10
415;46;2128;1726;14;16
416;46;0;2190;6;10
417;46;540;3199;2;11
418;46;5786;3202;4;8
419;46;5980;2018;20;17
420;46;4689;0;20;6
421;46;4500;3209;4;1
422;47;5998;1232;2;12
423;47;5993;1261;7;14
424;47;3115;0;1;10
425;47;2207;0;14;10
426;47;3048;0;17;7
427;47;33;0;14;12
428;49;0;1353;4;7
429;49;0;1298;14;7
430;49;5994;2769;6;1
431;49;5996;2752;4;8
432;49;4061;3198;14;12
433;49;0;384;12;10
434;49;5998;1925;2;17
435;49;0;1201;18;6
436;49;220;2400;15;12
437;49;2973;3191;11;19
438;49;5984;2967;16;12
439;49;2239;0;19;1
440;49;3101;1114;17;11
441;49;0;140;17;16
442;49;1464;2382;2;1
443;49;1082;245;7;20
444;49;2555;929;2;10
445;49;4827;225;6;17
446;49;5989;2588;11;4
447;50;4841;0;2;14
448;50;418;2801;6;6
449;50;1155;855;14;7
450;50;0;2165;11;9
451;50;0;1971;16;8
452;50;5999;2189;1;5
453;50;528;3182;19;18
454;50;3896;3207;9;3
455;50;5981;1287;19;10
456;50;3238;3204;18;6
457;50;5993;1377;7;20
458;50;3268;2363;15;4
459;50;0;2671;10;19
460;50;1538;690;16;13
461;50;5161;3199;19;11
462;50;5225;3204;18;6
463;50;2559;566;10;2
464;51;567;495;12;6
465;51;3768;3208;3;2
466;51;0;1469;4;20
467;51;4180;0;11;8
468;51;0;2211;8;15
469;51;5986;2982;14;1
470;51;0;2720;5;6
471;51;0;1652;7;20
472;51;3047;0;11;13
473;51;5982;3122;18;1
474;51;3867;3196;1;14
475;51;5994;671;6;17
476;51;5998;1220;2;2
477;51;2153;0;12;12
478;51;0;1836;9;6
479;51;0;2868;15;18
480;52;5152;360;19;2
481;52;4934;3192;14;18
482;54;5980;3156;20;14
483;54;0;2412;15;18
484;54;3706;0;15;3
485;54;22;0;9;8
486;55;3079;0;11;8
487;55;5984;2485;16;20
488;55;4942;3193;15;17
489;55;5985;700;15;17
490;55;5321;0;4;5
491;55;2196;3200;6;10
492;55;1192;0;17;6
493;55;4182;1939;16;12
494;55;5982;1786;18;9
495;55;5989;1409;11;1
496;55;5758;813;14;4
497;55;5857;1451;18;7
498;55;4152;3202;4;8
499;56;5997;231;3;13
500;56;5991;1384;9;6
501;56;3292;0;5;12
502;56;4184;3209;5;1
503;56;375;0;10;17
504;56;5224;3201;14;9
505;58;2938;2722;3;13
506;58;2687;0;9;6
507;58;5989;1791;11;5
508;58;2078;2872;17;2
509;58;5981;1360;19;18
510;58;0;560;14;2
511;58;0;37;13;18
512;58;0;120;9;8
513;58;1923;2403;5;13
514;58;5600;3202;1;8
515;58;1228;0;18;18
516;58;953;1348;7;19
517;58;0;159;11;17
518;58;5991;171;9;5
519;58;0;47;14;12
520;58;4730;1481;6;10
521;59;121;3208;6;2
522;59;1515;3207;3;3
523;60;1278;0;2;15
524;60;4141;0;11;18
525;60;3834;3194;2;16
526;60;0;3124;12;9
527;60;0;1659;9;4
528;60;5217;3208;5;2
529;60;1982;1796;15;4
530;60;0;2941;10;12
531;60;992;2925;18;2
532;60;4782;3197;6;13
533;60;1574;0;12;19
534;60;1991;1224;16;14
535;61;0;1961;13;13
536;61;0;2165;19;1
537;61;3934;0;10;8
538;61;5993;892;7;4
539;61;5981;2706;19;15
540;61;5988;1898;12;17
541;61;2925;0;1;9
542;61;0;2242;14;14
543;61;0;135;15;13
544;61;5982;110;18;6
545;61;1786;736;19;3
546;61;5990;2032;10;14
547;61;5857;1693;14;20
548;61;5981;2662;19;19
549;62;5987;1510;13;15
550;62;1968;2377;20;18
551;62;2304;558;5;6
552;62;2727;0;11;10
553;62;1746;3206;16;4
554;62;1010;3195;10;15
555;62;0;2577;10;7
556;62;5999;1945;1;2
557;62;5986;1912;14;14
558;62;5994;912;6;3
559;62;5381;1663;2;2
560;62;5544;3207;11;3
561;62;5006;3201;18;9
562;62;5989;3072;11;10
563;62;5986;2285;14;7
564;62;5464;2802;17;13
565;62;1675;3174;7;16
566;62;5983;646;17;7
567;63;3323;1505;7;17
568;63;4431;3191;12;19
569;63;0;2784;6;18
570;63;5898;0;19;13
571;63;5995;1657;5;16
572;63;5980;1239;20;3
573;63;1249;1531;20;12
574;63;5906;0;16;19
575;63;0;1908;13;6
576;63;4852;0;6;15
577;63;3329;3200;7;10
578;63;4434;3198;2;12
579;63;4797;3198;6;12
580;63;37;3198;14;12
581;63;1298;1156;10;19
582;63;5982;885;18;19
583;64;2566;3207;18;3
584;64;0;1984;5;6
585;64;4710;24;13;7
586;64;372;3192;10;18
587;64;327;3199;11;11
588;64;5994;1240;6;12
589;64;4157;0;6;8
590;64;0;609;18;16
591;64;5982;597;18;18
592;64;4404;0;4;2
593;64;0;194;16;11
594;64;3034;0;18;1
595;64;2385;3196;17;14
596;64;3620;3196;3;14
597;65;2420;3194;6;16
598;65;4840;3191;20;19
599;65;0;1492;7;9
600;65;3115;0;19;13
601;65;0;135;15;18
602;65;1195;304;6;6
603;65;5992;269;8;19
604;65;5992;2530;8;3
605;65;1730;3197;1;13
606;65;5235;2504;17;4
607;66;0;1803;16;14
608;66;1735;2015;19;9
609;66;3299;3205;17;5
610;66;5998;1977;2;13
611;66;5649;102;20;19
612;66;1421;3202;14;8
613;66;578;0;9;5
614;66;5980;1728;20;1
615;66;0;544;6;1
616;67;4796;0;16;1
617;67;5981;427;19;1
618;67;374;2443;13;13
619;67;4271;3195;17;15
620;67;0;679;12;18
621;67;0;2592;14;7
622;67;2082;0;16;11
623;67;5303;3191;10;19
624;67;5982;2966;18;11
625;67;0;1661;17;10
626;67;0;2879;1;5
627;67;0;1130;19;18
628;69;0;179;1;16
629;69;3115;1910;14;8
630;69;2959;3204;10;6
631;69;2697;93;13;6
632;69;1488;2038;11;10
633;69;0;2553;7;13
634;69;1495;0;5;7
635;69;1674;3197;16;13
636;69;0;1327;12;3
637;69;2845;0;9;11
638;69;0;2267;6;17
639;69;3606;3193;2;17
640;69;1924;492;13;1
641;69;5997;2703;3;19
642;69;5991;3016;9;2
643;69;5990;2543;10;9
644;69;5985;717;15;14
645;69;3569;2634;14;4
646;71;752;0;8;19
647;71;0;407;4;15
648;71;5980;2977;20;17
649;71;673;3193;5;17
650;71;3972;3191;5;19
651;71;5986;912;14;19
652;71;1839;3191;9;19
653;71;5753;3191;11;19
654;71;3249;3195;9;15
655;71;2553;734;18;12
656;71;0;1864;2;8
657;71;4220;0;17;18
658;71;4445;0;8;6
659;71;5197;3203;3;7
660;72;0;2788;2;15
661;72;5990;1647;10;19
662;72;400;232;19;1
663;72;5991;550;9;13
664;72;5994;2536;6;8
665;72;4166;0;11;8
666;72;5932;3190;18;20
667;73;2957;1026;2;14
668;73;2589;0;10;8
669;73;5980;2735;20;15
670;73;64;1932;1;4
671;73;2552;349;10;10
672;73;0;1270;17;3
673;73;3300;0;1;7
674;73;5160;3190;9;20
675;73;2701;3193;2;17
676;74;0;1994;13;7
677;75;5866;0;18;9
678;75;1432;2303;16;18
679;75;1383;3206;5;4
680;75;653;3200;2;10
681;75;563;2454;7;3
682;76;3545;3206;12;4
683;76;972;866;17;6
684;76;5999;199;1;11
685;76;914;1923;14;13
686;76;3740;3137;5;18
687;76;0;1635;4;11
688;76;333;0;13;11
689;76;5239;3202;17;8
690;76;4106;2803;16;12
691;76;2191;834;14;8
692;76;5982;1674;18;16
693;76;3463;1130;2;3
694;78;5988;1242;12;10
695;78;0;2709;8;15
696;78;5992;1607;8;17
697;78;5541;0;18;16
698;78;5990;1408;10;7
699;78;3551;1935;2;4
700;78;5146;0;2;15
701;78;1336;3195;3;15
702;78;2975;0;14;9
703;78;2269;3164;6;17
704;78;3017;1778;19;9
705;78;0;1127;19;17
706;78;0;589;14;20
707;80;4878;0;18;3
708;80;0;2825;12;11
709;80;4473;0;6;13
710;80;5987;512;13;5
711;80;5599;1208;20;12
712;80;0;678;18;18
713;80;9;3197;7;13
714;80;457;2016;1;2
715;81;0;2944;2;4
716;81;604;3195;12;15
717;81;0;2806;16;16
718;81;20;1569;13;15
719;81;3875;3197;2;13
720;81;1803;3190;18;20
721;82;4590;0;16;20
722;82;5984;1743;16;10
723;82;5625;0;10;8
724;82;0;287;11;4
725;82;5660;2608;10;10
726;82;4600;3200;2;10
727;82;5987;618;13;16
728;82;5987;0;13;4
729;82;0;415;3;1
730;82;5998;27;2;1
731;82;5364;3209;13;1
732;82;5564;0;6;17
733;82;0;402;20;20
734;82;0;543;17;14
735;84;2439;3195;7;15
736;84;5987;1722;13;14
737;84;395;3197;2;13
738;84;5986;3047;14;18
739;84;5991;1624;9;12
740;84;4935;3198;12;12
741;84;0;3132;20;14
742;84;0;2898;17;6
743;84;5996;2602;4;6
744;84;5993;1564;7;11
745;84;3708;3209;8;1
746;84;2118;3207;11;3
747;84;5715;0;6;12
748;84;5983;1997;17;9
749;84;5980;3059;20;13
750;84;0;1851;15;15
751;84;3667;2450;10;6
752;84;3326;0;11;18
753;84;1015;0;5;16
754;86;1262;2707;8;1
755;86;0;1959;15;10
756;86;1922;2033;20;6
757;86;5531;1099;4;8
758;86;3337;662;7;4
759;86;1172;0;12;20
760;86;3005;0;4;6
761;86;73;0;16;8
762;86;5997;2716;3;14
763;86;0;661;16;5
764;86;0;347;19;16
765;86;1363;3191;20;19
766;86;5917;0;20;15
767;86;5173;3203;14;7
768;87;5989;2314;11;16
769;87;2175;0;2;9
770;87;5996;2575;4;8
771;87;5286;204;3;11
772;87;0;1454;7;10
773;87;2137;0;3;20
774;87;5990;562;10;10
775;87;0;2377;18;17
776;87;1215;3151;19;20
777;87;2968;2713;15;6
778;87;5987;1744;13;2
779;87;4593;0;20;10
780;87;5992;3194;8;13
781;87;5981;1677;19;6
782;87;5413;0;13;16
783;87;1379;504;5;7
784;88;2775;3005;7;11
785;88;2557;2703;7;15
786;88;5984;2743;16;12
787;88;5983;808;17;10
788;88;5985;874;15;12
789;89;5986;474;14;9
790;89;5444;1080;7;9
791;91;0;1845;2;13
792;91;3413;3204;9;6
793;91;0;844;14;8
794;91;521;0;2;8
795;91;3852;0;2;6
796;91;2428;0;12;11
797;91;0;1423;18;18
798;92;3236;321;17;3
799;93;3542;0;13;18
800;93;3414;3192;13;18
801;93;5857;3203;7;7
802;94;5990;2334;10;11
803;94;5691;3196;7;14
804;94;5988;526;12;10
805;94;3828;3207;5;3
806;94;4886;377;17;5
807;94;5742;260;14;11
808;94;5392;139;18;18
809;95;1563;3195;15;15
810;95;5998;2662;2;4
811;95;5984;158;16;9
812;95;2799;2996;13;12
813;95;5232;479;4;9
814;97;0;2847;19;7
815;97;3820;757;1;19
816;97;1557;3191;19;19
817;97;5997;2049;3;20
818;97;4370;0;7;1
819;97;5985;485;15;20
820;97;27;3195;2;15
821;97;2416;20;17;10
822;98;5990;2452;10;15
823;98;0;1515;4;10
824;98;722;3207;5;3
825;98;3651;0;16;10
826;98;2573;3199;1;11
827;98;2166;0;13;11
828;98;0;1305;15;1
829;98;5996;2665;4;1
830;98;4095;355;20;1
831;98;4817;0;3;13
832;98;111;0;11;19
833;98;1128;3202;4;8
834;98;2023;1394;17;19
835;98;4867;858;16;13
836;98;5987;2938;13;13
837;98;5993;2196;7;7
838;98;1135;0;17;18
839;98;5834;3204;16;6
840;99;3465;3208;16;2
