ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
266;63;75;71;3
267;800;51;71;4
268;167;662;71;5
269;186;755;72;1
270;1768;2267;72;2
271;474;544;72;3
272;2752;1979;72;4
273;26;65;72;5
274;203;734;73;1
275;536;165;73;2
276;603;775;73;3
277;695;672;74;1
278;504;108;74;2
279;749;313;75;1
280;577;101;75;2
281;654;496;76;1
282;694;726;77;1
283;732;349;77;2
284;457;296;77;3
285;279;595;78;1
286;189;531;78;2
287;535;676;79;1
288;209;182;79;2
289;609;525;79;3
290;725;321;79;4
291;37;296;79;5
292;2464;3404;80;1
293;649;417;80;2
294;780;170;80;3
295;467;618;80;4
296;491;76;80;5
297;427;413;80;6
298;356;496;81;1
299;177;97;82;1
300;208;190;82;2
301;235;545;82;3
302;359;124;82;4
303;764;586;83;1
304;685;710;83;2
305;799;708;83;3
306;551;123;84;1
307;581;256;85;1
308;626;445;85;2
309;723;523;86;1
310;280;353;86;2
311;360;585;86;3
312;758;102;86;4
313;693;450;86;5
314;1322;2254;87;1
315;719;216;87;2
316;777;29;87;3
317;272;591;87;4
318;593;626;87;5
319;216;59;87;6
320;49;26;88;1
321;256;1586;88;2
322;92;402;89;1
323;387;521;89;2
324;504;25;89;3
325;139;242;89;4
326;447;176;89;5
327;2726;1505;90;1
328;579;376;90;2
329;934;2439;90;3
330;249;429;90;4
331;790;259;90;5
332;656;151;91;1
333;455;345;92;1
334;155;657;92;2
335;542;546;93;1
336;309;504;93;2
337;1979;782;93;3
338;3469;2139;93;4
339;501;783;93;5
340;568;230;93;6
341;554;35;94;1
342;476;1216;94;2
343;304;1173;94;3
344;108;182;94;4
345;46;755;94;5
346;428;51;95;1
347;382;154;96;1
348;375;406;96;2
349;64;93;96;3
350;178;42;96;4
351;23;284;97;1
352;295;419;97;2
353;1094;463;97;3
354;692;709;98;1
355;450;25;98;2
356;754;499;98;3
357;172;468;98;4
358;49;771;98;5
359;217;368;99;1
360;495;328;99;2
361;691;677;99;3
362;471;417;99;4
363;478;668;99;5
364;573;434;99;6
365;662;795;100;1
366;753;503;100;2
367;231;419;100;3
368;464;283;100;4
369;311;275;100;5
370;429;739;100;6
371;263;790;101;1
372;253;190;101;2
373;153;796;101;3
374;304;256;102;1
375;332;687;102;2
376;160;465;102;3
377;474;697;102;4
378;441;643;102;5
379;275;575;103;1
380;650;205;103;2
381;479;526;103;3
382;693;55;103;4
383;799;2003;103;5
384;242;638;103;6
385;714;746;104;1
386;715;477;104;2
387;104;178;104;3
388;531;391;104;4
389;620;762;105;1
390;471;109;105;2
391;717;353;105;3
392;444;443;106;1
393;737;25;106;2
394;122;143;107;1
395;655;272;107;2
396;285;170;108;1
397;78;746;108;2
398;204;185;108;3
399;138;656;108;4
400;2257;1975;108;5
401;106;246;108;6
402;440;1772;109;1
403;246;456;110;1
404;344;66;110;2
405;227;481;110;3
406;607;48;110;4
407;677;254;110;5
408;309;242;111;1
409;410;634;111;2
410;645;238;111;3
411;745;767;112;1
412;626;114;112;2
413;33;290;112;3
414;392;49;112;4
415;789;742;112;5
416;277;188;112;6
417;393;3400;113;1
418;507;243;113;2
419;315;640;113;3
420;120;236;113;4
421;151;341;114;1
422;379;505;114;2
423;530;549;114;3
424;609;99;114;4
425;451;340;114;5
426;658;721;115;1
427;688;563;115;2
428;181;1136;115;3
429;120;634;116;1
430;573;315;116;2
431;71;541;117;1
432;727;171;117;2
433;173;61;117;3
434;630;169;118;1
435;739;739;118;2
436;755;2462;118;3
437;78;31;118;4
438;136;257;119;1
439;265;628;120;1
440;669;786;120;2
441;142;610;120;3
442;743;769;120;4
443;616;711;120;5
444;586;306;120;6
445;683;795;121;1
446;546;621;121;2
447;764;561;122;1
448;610;686;122;2
449;364;365;122;3
450;675;345;122;4
451;712;267;122;5
452;505;200;122;6
453;41;731;123;1
454;512;176;123;2
455;685;640;123;3
456;675;26;123;4
457;2957;1053;123;5
458;118;546;124;1
459;503;677;124;2
460;168;603;125;1
461;756;42;125;2
462;466;592;125;3
463;182;131;125;4
464;152;136;126;1
465;196;83;126;2
466;719;2243;126;3
467;218;330;126;4
468;120;588;126;5
469;741;439;127;1
470;580;485;128;1
471;1755;1775;128;2
472;568;613;129;1
473;23;623;129;2
474;1009;1708;129;3
475;50;137;130;1
476;107;41;130;2
477;602;324;131;1
478;491;580;131;2
479;284;315;131;3
480;726;658;131;4
481;664;70;131;5
482;513;217;131;6
483;793;447;132;1
484;376;486;132;2
485;2716;2431;132;3
486;228;500;132;4
487;2877;143;132;5
488;528;572;133;1
489;425;81;133;2
490;510;384;134;1
491;532;144;134;2
492;52;38;135;1
493;513;730;136;1
494;236;599;136;2
495;795;517;136;3
496;497;443;137;1
497;228;635;137;2
498;311;482;138;1
499;737;482;139;1
500;307;537;139;2
501;34;88;139;3
502;519;442;139;4
503;785;794;139;5
504;497;76;139;6
505;787;149;140;1
506;207;350;140;2
507;586;394;141;1
508;684;762;141;2
509;466;294;141;3
510;2689;2758;141;4
511;431;101;141;5
512;188;27;142;1
513;93;238;142;2
514;2361;3206;142;3
515;537;301;142;4
516;36;450;143;1
517;2193;3326;144;1
518;741;686;145;1
519;628;531;146;1
520;297;777;146;2
521;102;402;146;3
522;737;431;146;4
523;102;261;146;5
524;382;700;146;6
525;103;188;147;1
526;710;221;147;2
527;347;232;147;3
528;522;665;147;4
529;299;76;148;1
530;387;154;148;2
531;481;724;148;3
532;541;107;148;4
533;2421;2390;148;5
534;147;526;149;1
535;657;413;149;2
536;3286;1700;149;3
537;240;112;149;4
538;403;324;149;5
539;344;343;149;6
540;627;512;150;1
541;381;197;150;2
542;294;353;151;1
543;96;136;151;2
544;179;230;152;1
545;232;78;152;2
546;772;596;152;3
547;264;275;152;4
548;130;458;152;5
549;573;193;152;6
550;442;561;153;1
551;174;3445;154;1
552;505;359;154;2
553;110;115;154;3
554;498;111;155;1
555;422;344;156;1
556;636;525;156;2
557;551;106;156;3
558;87;261;156;4
559;696;212;156;5
560;338;640;156;6
561;676;86;157;1
562;117;192;157;2
563;45;180;157;3
564;411;364;157;4
565;540;84;157;5
566;224;213;158;1
567;230;454;158;2
568;462;500;158;3
569;657;650;158;4
570;732;575;159;1
571;440;100;159;2
572;295;709;159;3
573;789;377;160;1
574;761;28;160;2
575;1791;3178;160;3
576;493;191;160;4
577;735;98;160;5
578;434;788;160;6
579;3303;1551;161;1
580;436;698;162;1
581;503;272;162;2
582;607;397;162;3
583;586;766;162;4
584;78;152;163;1
585;57;169;164;1
586;428;463;164;2
587;50;426;164;3
588;539;690;164;4
589;105;241;164;5
590;337;737;165;1
591;49;792;165;2
592;117;542;165;3
593;160;375;165;4
594;255;105;165;5
595;544;662;165;6
596;525;555;166;1
597;365;643;166;2
598;456;211;166;3
599;607;34;167;1
600;68;123;167;2
601;763;52;167;3
602;22;533;168;1
603;161;312;168;2
604;799;363;169;1
605;722;584;169;2
606;208;161;169;3
607;113;566;169;4
608;683;249;169;5
609;65;445;170;1
610;553;3248;171;1
611;213;195;171;2
612;126;771;171;3
613;1293;2128;171;4
614;708;703;171;5
615;3492;478;172;1
616;728;73;172;2
617;168;195;173;1
618;416;764;173;2
619;421;679;173;3
620;688;66;173;4
621;451;551;174;1
622;286;306;174;2
623;264;380;174;3
624;313;609;175;1
625;276;97;175;2
626;318;59;175;3
627;327;271;175;4
628;1281;2841;175;5
629;3387;247;175;6
630;312;798;176;1
631;475;338;176;2
632;290;175;176;3
633;167;152;176;4
634;332;624;177;1
635;582;499;177;2
636;241;714;178;1
637;389;350;178;2
638;221;422;178;3
639;668;411;178;4
640;341;500;179;1
641;43;559;179;2
642;632;40;179;3
643;692;489;180;1
644;304;659;180;2
645;267;162;181;1
646;501;247;181;2
647;671;419;181;3
648;436;397;181;4
649;775;652;181;5
650;202;406;182;1
651;152;473;182;2
652;679;540;183;1
653;249;457;183;2
654;620;198;184;1
655;600;493;184;2
656;318;409;184;3
657;276;741;185;1
658;436;301;185;2
659;383;296;185;3
660;130;344;185;4
661;1476;2497;185;5
662;392;589;185;6
663;314;305;186;1
664;471;460;186;2
665;677;550;186;3
666;199;164;186;4
667;113;471;186;5
668;724;756;186;6
669;781;540;187;1
670;402;686;187;2
671;73;543;187;3
672;2004;2628;187;4
673;671;126;187;5
674;515;21;188;1
675;338;261;188;2
676;723;672;188;3
677;268;657;188;4
678;194;272;188;5
679;369;569;188;6
680;632;155;189;1
681;715;760;190;1
682;423;270;190;2
683;683;71;191;1
684;567;532;191;2
685;443;540;192;1
686;243;238;192;2
687;650;168;192;3
688;647;564;192;4
689;688;365;193;1
690;634;204;193;2
691;142;3000;194;1
692;698;342;195;1
693;284;605;196;1
694;417;147;196;2
695;211;126;196;3
696;342;148;196;4
697;586;743;196;5
698;417;297;197;1
699;245;642;197;2
700;764;26;197;3
701;434;369;197;4
702;541;111;197;5
703;254;471;198;1
704;1306;129;198;2
705;285;455;199;1
